task_id,occupation,task_text,ability_name,weight,uncertain
15633,Water Resource Specialists,Analyze storm water systems to identify opportunities for water resource improvements.,Inductive Reasoning,3,0
15633,Water Resource Specialists,Analyze storm water systems to identify opportunities for water resource improvements.,Deductive Reasoning,2,0
15633,Water Resource Specialists,Analyze storm water systems to identify opportunities for water resource improvements.,Problem Sensitivity,3,0
15633,Water Resource Specialists,Analyze storm water systems to identify opportunities for water resource improvements.,Written Comprehension,2,0
15633,Water Resource Specialists,Analyze storm water systems to identify opportunities for water resource improvements.,Visualization,2,0
15633,Water Resource Specialists,Analyze storm water systems to identify opportunities for water resource improvements.,Spatial Orientation,2,0
15633,Water Resource Specialists,Analyze storm water systems to identify opportunities for water resource improvements.,Information Ordering,2,0
15631,Water Resource Specialists,"Conduct, or oversee the conduct of, investigations on matters such as water storage, wastewater discharge, pollutants, permits, or other compliance and regulatory issues.",Inductive Reasoning,3,0
15631,Water Resource Specialists,"Conduct, or oversee the conduct of, investigations on matters such as water storage, wastewater discharge, pollutants, permits, or other compliance and regulatory issues.",Deductive Reasoning,3,0
15631,Water Resource Specialists,"Conduct, or oversee the conduct of, investigations on matters such as water storage, wastewater discharge, pollutants, permits, or other compliance and regulatory issues.",Problem Sensitivity,2,0
15631,Water Resource Specialists,"Conduct, or oversee the conduct of, investigations on matters such as water storage, wastewater discharge, pollutants, permits, or other compliance and regulatory issues.",Written Comprehension,2,0
15631,Water Resource Specialists,"Conduct, or oversee the conduct of, investigations on matters such as water storage, wastewater discharge, pollutants, permits, or other compliance and regulatory issues.",Information Ordering,2,0
15631,Water Resource Specialists,"Conduct, or oversee the conduct of, investigations on matters such as water storage, wastewater discharge, pollutants, permits, or other compliance and regulatory issues.",Selective Attention,2,0
15631,Water Resource Specialists,"Conduct, or oversee the conduct of, investigations on matters such as water storage, wastewater discharge, pollutants, permits, or other compliance and regulatory issues.",Oral Comprehension,2,0
15634,Water Resource Specialists,Develop strategies for watershed operations to meet water supply and conservation goals or to ensure regulatory compliance with clean water laws or regulations.,Inductive Reasoning,3,0
15634,Water Resource Specialists,Develop strategies for watershed operations to meet water supply and conservation goals or to ensure regulatory compliance with clean water laws or regulations.,Deductive Reasoning,3,0
15634,Water Resource Specialists,Develop strategies for watershed operations to meet water supply and conservation goals or to ensure regulatory compliance with clean water laws or regulations.,Problem Sensitivity,2,0
15634,Water Resource Specialists,Develop strategies for watershed operations to meet water supply and conservation goals or to ensure regulatory compliance with clean water laws or regulations.,Information Ordering,2,0
15634,Water Resource Specialists,Develop strategies for watershed operations to meet water supply and conservation goals or to ensure regulatory compliance with clean water laws or regulations.,Written Expression,2,0
15634,Water Resource Specialists,Develop strategies for watershed operations to meet water supply and conservation goals or to ensure regulatory compliance with clean water laws or regulations.,Fluency of Ideas,2,0
15634,Water Resource Specialists,Develop strategies for watershed operations to meet water supply and conservation goals or to ensure regulatory compliance with clean water laws or regulations.,Originality,1,0
15630,Water Resource Specialists,Conduct technical studies for water resources on topics such as pollutants and water treatment options.,Inductive Reasoning,3,0
15630,Water Resource Specialists,Conduct technical studies for water resources on topics such as pollutants and water treatment options.,Deductive Reasoning,2,0
15630,Water Resource Specialists,Conduct technical studies for water resources on topics such as pollutants and water treatment options.,Problem Sensitivity,3,0
15630,Water Resource Specialists,Conduct technical studies for water resources on topics such as pollutants and water treatment options.,Written Comprehension,2,0
15630,Water Resource Specialists,Conduct technical studies for water resources on topics such as pollutants and water treatment options.,Mathematical Reasoning,2,0
15630,Water Resource Specialists,Conduct technical studies for water resources on topics such as pollutants and water treatment options.,Information Ordering,2,0
15630,Water Resource Specialists,Conduct technical studies for water resources on topics such as pollutants and water treatment options.,Category Flexibility,1,0
15616,Water Resource Specialists,"Review or evaluate designs for water detention facilities, storm drains, flood control facilities, or other hydraulic structures.",Deductive Reasoning,3,0
15616,Water Resource Specialists,"Review or evaluate designs for water detention facilities, storm drains, flood control facilities, or other hydraulic structures.",Inductive Reasoning,2,0
15616,Water Resource Specialists,"Review or evaluate designs for water detention facilities, storm drains, flood control facilities, or other hydraulic structures.",Visualization,3,0
15616,Water Resource Specialists,"Review or evaluate designs for water detention facilities, storm drains, flood control facilities, or other hydraulic structures.",Written Comprehension,3,0
15616,Water Resource Specialists,"Review or evaluate designs for water detention facilities, storm drains, flood control facilities, or other hydraulic structures.",Problem Sensitivity,2,0
15616,Water Resource Specialists,"Review or evaluate designs for water detention facilities, storm drains, flood control facilities, or other hydraulic structures.",Spatial Orientation,2,0
15616,Water Resource Specialists,"Review or evaluate designs for water detention facilities, storm drains, flood control facilities, or other hydraulic structures.",Near Vision,2,0
15624,Water Resource Specialists,"Present water resource proposals to government, public interest groups, or community groups.",Oral Expression,3,0
15624,Water Resource Specialists,"Present water resource proposals to government, public interest groups, or community groups.",Oral Comprehension,2,0
15624,Water Resource Specialists,"Present water resource proposals to government, public interest groups, or community groups.",Written Comprehension,2,0
15624,Water Resource Specialists,"Present water resource proposals to government, public interest groups, or community groups.",Speech Clarity,3,0
15624,Water Resource Specialists,"Present water resource proposals to government, public interest groups, or community groups.",Deductive Reasoning,2,0
15624,Water Resource Specialists,"Present water resource proposals to government, public interest groups, or community groups.",Information Ordering,2,0
15624,Water Resource Specialists,"Present water resource proposals to government, public interest groups, or community groups.",Fluency of Ideas,1,0
15628,Water Resource Specialists,Develop plans to protect watershed health or rehabilitate watersheds.,Deductive Reasoning,3,0
15628,Water Resource Specialists,Develop plans to protect watershed health or rehabilitate watersheds.,Inductive Reasoning,2,0
15628,Water Resource Specialists,Develop plans to protect watershed health or rehabilitate watersheds.,Information Ordering,3,0
15628,Water Resource Specialists,Develop plans to protect watershed health or rehabilitate watersheds.,Written Expression,3,0
15628,Water Resource Specialists,Develop plans to protect watershed health or rehabilitate watersheds.,Problem Sensitivity,2,0
15628,Water Resource Specialists,Develop plans to protect watershed health or rehabilitate watersheds.,Fluency of Ideas,2,0
15628,Water Resource Specialists,Develop plans to protect watershed health or rehabilitate watersheds.,Originality,1,0
