task_id,occupation,task_text,ability_name,weight,uncertain
8450,First-Line Supervisors of Production and Operating Workers,Enforce safety and sanitation regulations.,Deductive Reasoning,2,0
8450,First-Line Supervisors of Production and Operating Workers,Enforce safety and sanitation regulations.,Problem Sensitivity,2,0
8450,First-Line Supervisors of Production and Operating Workers,Enforce safety and sanitation regulations.,Oral Expression,2,0
8450,First-Line Supervisors of Production and Operating Workers,Enforce safety and sanitation regulations.,Selective Attention,2,0
8450,First-Line Supervisors of Production and Operating Workers,Enforce safety and sanitation regulations.,Written Comprehension,1,1
20155,First-Line Supervisors of Production and Operating Workers,Keep records of employees' attendance and hours worked.,Number Facility,2,0
20155,First-Line Supervisors of Production and Operating Workers,Keep records of employees' attendance and hours worked.,Information Ordering,2,0
20155,First-Line Supervisors of Production and Operating Workers,Keep records of employees' attendance and hours worked.,Memorization,1,0
20155,First-Line Supervisors of Production and Operating Workers,Keep records of employees' attendance and hours worked.,Perceptual Speed,1,1
8455,First-Line Supervisors of Production and Operating Workers,"Inspect materials, products, or equipment to detect defects or malfunctions.",Problem Sensitivity,3,0
8455,First-Line Supervisors of Production and Operating Workers,"Inspect materials, products, or equipment to detect defects or malfunctions.",Near Vision,3,0
8455,First-Line Supervisors of Production and Operating Workers,"Inspect materials, products, or equipment to detect defects or malfunctions.",Selective Attention,2,0
8455,First-Line Supervisors of Production and Operating Workers,"Inspect materials, products, or equipment to detect defects or malfunctions.",Perceptual Speed,2,0
8455,First-Line Supervisors of Production and Operating Workers,"Inspect materials, products, or equipment to detect defects or malfunctions.",Visual Color Discrimination,1,0
8452,First-Line Supervisors of Production and Operating Workers,"Read and analyze charts, work orders, production schedules, and other records and reports to determine production requirements and to evaluate current production estimates and outputs.",Written Comprehension,3,0
8452,First-Line Supervisors of Production and Operating Workers,"Read and analyze charts, work orders, production schedules, and other records and reports to determine production requirements and to evaluate current production estimates and outputs.",Number Facility,2,0
