task_id,occupation,task_text,ability_name,weight,uncertain
12580,Semiconductor Processing Technicians,"Place semiconductor wafers in processing containers or equipment holders, using vacuum wand or tweezers.",Finger Dexterity,3,0
12580,Semiconductor Processing Technicians,"Place semiconductor wafers in processing containers or equipment holders, using vacuum wand or tweezers.",Arm-Hand Steadiness,3,0
12580,Semiconductor Processing Technicians,"Place semiconductor wafers in processing containers or equipment holders, using vacuum wand or tweezers.",Manual Dexterity,2,0
12580,Semiconductor Processing Technicians,"Place semiconductor wafers in processing containers or equipment holders, using vacuum wand or tweezers.",Near Vision,2,0
12580,Semiconductor Processing Technicians,"Place semiconductor wafers in processing containers or equipment holders, using vacuum wand or tweezers.",Control Precision,2,0
12581,Semiconductor Processing Technicians,"Set, adjust, and readjust computerized or mechanical equipment controls to regulate power level, temperature, vacuum, and rotation speed of furnace, according to crystal growing specifications.",Control Precision,3,0
12581,Semiconductor Processing Technicians,"Set, adjust, and readjust computerized or mechanical equipment controls to regulate power level, temperature, vacuum, and rotation speed of furnace, according to crystal growing specifications.",Near Vision,2,0
12581,Semiconductor Processing Technicians,"Set, adjust, and readjust computerized or mechanical equipment controls to regulate power level, temperature, vacuum, and rotation speed of furnace, according to crystal growing specifications.",Information Ordering,2,0
12581,Semiconductor Processing Technicians,"Set, adjust, and readjust computerized or mechanical equipment controls to regulate power level, temperature, vacuum, and rotation speed of furnace, according to crystal growing specifications.",Number Facility,2,0
12581,Semiconductor Processing Technicians,"Set, adjust, and readjust computerized or mechanical equipment controls to regulate power level, temperature, vacuum, and rotation speed of furnace, according to crystal growing specifications.",Rate Control,2,0
12582,Semiconductor Processing Technicians,"Etch, lap, polish, or grind wafers or ingots to form circuitry and change conductive properties, using etching, lapping, polishing, or grinding equipment.",Control Precision,3,0
12582,Semiconductor Processing Technicians,"Etch, lap, polish, or grind wafers or ingots to form circuitry and change conductive properties, using etching, lapping, polishing, or grinding equipment.",Manual Dexterity,2,0
12582,Semiconductor Processing Technicians,"Etch, lap, polish, or grind wafers or ingots to form circuitry and change conductive properties, using etching, lapping, polishing, or grinding equipment.",Arm-Hand Steadiness,2,0
12582,Semiconductor Processing Technicians,"Etch, lap, polish, or grind wafers or ingots to form circuitry and change conductive properties, using etching, lapping, polishing, or grinding equipment.",Near Vision,2,0
12582,Semiconductor Processing Technicians,"Etch, lap, polish, or grind wafers or ingots to form circuitry and change conductive properties, using etching, lapping, polishing, or grinding equipment.",Multilimb Coordination,2,0
12583,Semiconductor Processing Technicians,Load semiconductor material into furnace.,Manual Dexterity,2,0
12583,Semiconductor Processing Technicians,Load semiconductor material into furnace.,Arm-Hand Steadiness,2,0
12583,Semiconductor Processing Technicians,Load semiconductor material into furnace.,Near Vision,1,0
12583,Semiconductor Processing Technicians,Load semiconductor material into furnace.,Control Precision,1,0
12584,Semiconductor Processing Technicians,"Monitor operation and adjust controls of processing machines and equipment to produce compositions with specific electronic properties, using computer terminals.",Near Vision,2,0
12584,Semiconductor Processing Technicians,"Monitor operation and adjust controls of processing machines and equipment to produce compositions with specific electronic properties, using computer terminals.",Selective Attention,3,0
12584,Semiconductor Processing Technicians,"Monitor operation and adjust controls of processing machines and equipment to produce compositions with specific electronic properties, using computer terminals.",Control Precision,2,0
12584,Semiconductor Processing Technicians,"Monitor operation and adjust controls of processing machines and equipment to produce compositions with specific electronic properties, using computer terminals.",Information Ordering,1,0
12584,Semiconductor Processing Technicians,"Monitor operation and adjust controls of processing machines and equipment to produce compositions with specific electronic properties, using computer terminals.",Deductive Reasoning,1,0
12585,Semiconductor Processing Technicians,"Count, sort, and weigh processed items.",Number Facility,3,0
12585,Semiconductor Processing Technicians,"Count, sort, and weigh processed items.",Near Vision,2,0
12585,Semiconductor Processing Technicians,"Count, sort, and weigh processed items.",Perceptual Speed,2,0
12585,Semiconductor Processing Technicians,"Count, sort, and weigh processed items.",Manual Dexterity,1,0
12586,Semiconductor Processing Technicians,Calculate etching time based on thickness of material to be removed from wafers or crystals.,Mathematical Reasoning,3,0
12586,Semiconductor Processing Technicians,Calculate etching time based on thickness of material to be removed from wafers or crystals.,Number Facility,3,0
12586,Semiconductor Processing Technicians,Calculate etching time based on thickness of material to be removed from wafers or crystals.,Deductive Reasoning,2,0
12587,Semiconductor Processing Technicians,"Inspect equipment for leaks, diagnose malfunctions, and request repairs.",Problem Sensitivity,3,0
12587,Semiconductor Processing Technicians,"Inspect equipment for leaks, diagnose malfunctions, and request repairs.",Near Vision,2,0
12587,Semiconductor Processing Technicians,"Inspect equipment for leaks, diagnose malfunctions, and request repairs.",Deductive Reasoning,2,0
12587,Semiconductor Processing Technicians,"Inspect equipment for leaks, diagnose malfunctions, and request repairs.",Oral Expression,1,0
12588,Semiconductor Processing Technicians,"Align photo mask pattern on photoresist layer, expose pattern to ultraviolet light, and develop pattern, using specialized equipment.",Near Vision,3,0
12588,Semiconductor Processing Technicians,"Align photo mask pattern on photoresist layer, expose pattern to ultraviolet light, and develop pattern, using specialized equipment.",Control Precision,3,0
12588,Semiconductor Processing Technicians,"Align photo mask pattern on photoresist layer, expose pattern to ultraviolet light, and develop pattern, using specialized equipment.",Arm-Hand Steadiness,2,0
12588,Semiconductor Processing Technicians,"Align photo mask pattern on photoresist layer, expose pattern to ultraviolet light, and develop pattern, using specialized equipment.",Visualization,2,0
12588,Semiconductor Processing Technicians,"Align photo mask pattern on photoresist layer, expose pattern to ultraviolet light, and develop pattern, using specialized equipment.",Manual Dexterity,2,0
12589,Semiconductor Processing Technicians,"Stamp, etch, or scribe identifying information on finished component according to specifications.",Arm-Hand Steadiness,2,0
12589,Semiconductor Processing Technicians,"Stamp, etch, or scribe identifying information on finished component according to specifications.",Near Vision,2,0
12589,Semiconductor Processing Technicians,"Stamp, etch, or scribe identifying information on finished component according to specifications.",Manual Dexterity,2,0
12589,Semiconductor Processing Technicians,"Stamp, etch, or scribe identifying information on finished component according to specifications.",Control Precision,2,0
12591,Semiconductor Processing Technicians,Scribe or separate wafers into dice.,Arm-Hand Steadiness,3,0
