task_id,occupation,task_text,ability_name,weight,uncertain
4942,Food Batchmakers,Place products on carts or conveyors to transfer them to the next stage of processing.,Manual Dexterity,2,0
4942,Food Batchmakers,Place products on carts or conveyors to transfer them to the next stage of processing.,Static Strength,1,0
4942,Food Batchmakers,Place products on carts or conveyors to transfer them to the next stage of processing.,Multilimb Coordination,1,0
4942,Food Batchmakers,Place products on carts or conveyors to transfer them to the next stage of processing.,Near Vision,1,0
4942,Food Batchmakers,Place products on carts or conveyors to transfer them to the next stage of processing.,Gross Body Coordination,1,0
4932,Food Batchmakers,"Homogenize or pasteurize material to prevent separation or to obtain prescribed butterfat content, using a homogenizing device.",Control Precision,2,0
4932,Food Batchmakers,"Homogenize or pasteurize material to prevent separation or to obtain prescribed butterfat content, using a homogenizing device.",Near Vision,2,0
4932,Food Batchmakers,"Homogenize or pasteurize material to prevent separation or to obtain prescribed butterfat content, using a homogenizing device.",Selective Attention,2,0
4932,Food Batchmakers,"Homogenize or pasteurize material to prevent separation or to obtain prescribed butterfat content, using a homogenizing device.",Number Facility,1,0
4932,Food Batchmakers,"Homogenize or pasteurize material to prevent separation or to obtain prescribed butterfat content, using a homogenizing device.",Deductive Reasoning,1,0
4938,Food Batchmakers,"Grade food products according to government regulations or according to type, color, bouquet, and moisture content.",Visual Color Discrimination,3,0
4938,Food Batchmakers,"Grade food products according to government regulations or according to type, color, bouquet, and moisture content.",Near Vision,3,0
4938,Food Batchmakers,"Grade food products according to government regulations or according to type, color, bouquet, and moisture content.",Selective Attention,2,0
4938,Food Batchmakers,"Grade food products according to government regulations or according to type, color, bouquet, and moisture content.",Deductive Reasoning,2,0
4938,Food Batchmakers,"Grade food products according to government regulations or according to type, color, bouquet, and moisture content.",Problem Sensitivity,1,0
4940,Food Batchmakers,Operate refining machines to reduce the particle size of cooked batches.,Control Precision,2,0
4940,Food Batchmakers,Operate refining machines to reduce the particle size of cooked batches.,Near Vision,1,0
4940,Food Batchmakers,Operate refining machines to reduce the particle size of cooked batches.,Selective Attention,1,0
4940,Food Batchmakers,Operate refining machines to reduce the particle size of cooked batches.,Multilimb Coordination,1,0
4940,Food Batchmakers,Operate refining machines to reduce the particle size of cooked batches.,Rate Control,1,0
4936,Food Batchmakers,Formulate or modify recipes for specific kinds of food products.,Originality,3,0
4936,Food Batchmakers,Formulate or modify recipes for specific kinds of food products.,Fluency of Ideas,2,1
4936,Food Batchmakers,Formulate or modify recipes for specific kinds of food products.,Deductive Reasoning,2,0
4936,Food Batchmakers,Formulate or modify recipes for specific kinds of food products.,Number Facility,2,0
4936,Food Batchmakers,Formulate or modify recipes for specific kinds of food products.,Written Expression,1,0
4937,Food Batchmakers,Inspect and pack the final product.,Near Vision,2,0
4937,Food Batchmakers,Inspect and pack the final product.,Selective Attention,2,0
4937,Food Batchmakers,Inspect and pack the final product.,Manual Dexterity,2,0
4937,Food Batchmakers,Inspect and pack the final product.,Finger Dexterity,1,0
4937,Food Batchmakers,Inspect and pack the final product.,Visual Color Discrimination,1,0
4949,Food Cooking Machine Operators and Tenders,"Clean, wash, and sterilize equipment and cooking area, using water hoses, cleaning or sterilizing solutions, or rinses.",Stamina,2,0
4949,Food Cooking Machine Operators and Tenders,"Clean, wash, and sterilize equipment and cooking area, using water hoses, cleaning or sterilizing solutions, or rinses.",Static Strength,1,0
4949,Food Cooking Machine Operators and Tenders,"Clean, wash, and sterilize equipment and cooking area, using water hoses, cleaning or sterilizing solutions, or rinses.",Gross Body Coordination,1,0
4949,Food Cooking Machine Operators and Tenders,"Clean, wash, and sterilize equipment and cooking area, using water hoses, cleaning or sterilizing solutions, or rinses.",Manual Dexterity,1,0
4948,Food Cooking Machine Operators and Tenders,"Read work orders, recipes, or formulas to determine cooking times and temperatures, and ingredient specifications.",Written Comprehension,3,0
4948,Food Cooking Machine Operators and Tenders,"Read work orders, recipes, or formulas to determine cooking times and temperatures, and ingredient specifications.",Number Facility,2,0
4948,Food Cooking Machine Operators and Tenders,"Read work orders, recipes, or formulas to determine cooking times and temperatures, and ingredient specifications.",Information Ordering,1,0
4948,Food Cooking Machine Operators and Tenders,"Read work orders, recipes, or formulas to determine cooking times and temperatures, and ingredient specifications.",Near Vision,1,0
4947,Food Cooking Machine Operators and Tenders,"Observe gauges, dials, and product characteristics, and adjust controls to maintain appropriate temperature, pressure, and flow of ingredients.",Near Vision,3,0
4947,Food Cooking Machine Operators and Tenders,"Observe gauges, dials, and product characteristics, and adjust controls to maintain appropriate temperature, pressure, and flow of ingredients.",Control Precision,2,0
4947,Food Cooking Machine Operators and Tenders,"Observe gauges, dials, and product characteristics, and adjust controls to maintain appropriate temperature, pressure, and flow of ingredients.",Selective Attention,2,0
4947,Food Cooking Machine Operators and Tenders,"Observe gauges, dials, and product characteristics, and adjust controls to maintain appropriate temperature, pressure, and flow of ingredients.",Rate Control,1,0
4947,Food Cooking Machine Operators and Tenders,"Observe gauges, dials, and product characteristics, and adjust controls to maintain appropriate temperature, pressure, and flow of ingredients.",Reaction Time,1,0
4952,Food Cooking Machine Operators and Tenders,"Measure or weigh ingredients, using scales or measuring containers.",Number Facility,2,0
4952,Food Cooking Machine Operators and Tenders,"Measure or weigh ingredients, using scales or measuring containers.",Near Vision,2,0
4952,Food Cooking Machine Operators and Tenders,"Measure or weigh ingredients, using scales or measuring containers.",Manual Dexterity,1,0
4952,Food Cooking Machine Operators and Tenders,"Measure or weigh ingredients, using scales or measuring containers.",Finger Dexterity,1,0
4951,Food Cooking Machine Operators and Tenders,"Tend or operate and control equipment, such as kettles, cookers, vats and tanks, and boilers, to cook ingredients or prepare products for further processing.",Control Precision,2,0
4951,Food Cooking Machine Operators and Tenders,"Tend or operate and control equipment, such as kettles, cookers, vats and tanks, and boilers, to cook ingredients or prepare products for further processing.",Selective Attention,2,0
4951,Food Cooking Machine Operators and Tenders,"Tend or operate and control equipment, such as kettles, cookers, vats and tanks, and boilers, to cook ingredients or prepare products for further processing.",Near Vision,1,0
4951,Food Cooking Machine Operators and Tenders,"Tend or operate and control equipment, such as kettles, cookers, vats and tanks, and boilers, to cook ingredients or prepare products for further processing.",Rate Control,1,0
4951,Food Cooking Machine Operators and Tenders,"Tend or operate and control equipment, such as kettles, cookers, vats and tanks, and boilers, to cook ingredients or prepare products for further processing.",Multilimb Coordination,1,0
4944,Food Cooking Machine Operators and Tenders,"Record production and test data, such as processing steps, temperature and steam readings, cooking time, batches processed, and test results.",Written Expression,2,0
4944,Food Cooking Machine Operators and Tenders,"Record production and test data, such as processing steps, temperature and steam readings, cooking time, batches processed, and test results.",Number Facility,2,0
4944,Food Cooking Machine Operators and Tenders,"Record production and test data, such as processing steps, temperature and steam readings, cooking time, batches processed, and test results.",Near Vision,1,0
4944,Food Cooking Machine Operators and Tenders,"Record production and test data, such as processing steps, temperature and steam readings, cooking time, batches processed, and test results.",Information Ordering,1,0
4950,Food Cooking Machine Operators and Tenders,"Set temperature, pressure, and time controls, and start conveyers, machines, or pumps.",Control Precision,2,0
4950,Food Cooking Machine Operators and Tenders,"Set temperature, pressure, and time controls, and start conveyers, machines, or pumps.",Finger Dexterity,1,0
4950,Food Cooking Machine Operators and Tenders,"Set temperature, pressure, and time controls, and start conveyers, machines, or pumps.",Near Vision,1,0
4950,Food Cooking Machine Operators and Tenders,"Set temperature, pressure, and time controls, and start conveyers, machines, or pumps.",Rate Control,1,0
4954,Food Cooking Machine Operators and Tenders,Remove cooked material or products from equipment.,Static Strength,2,0
4954,Food Cooking Machine Operators and Tenders,Remove cooked material or products from equipment.,Manual Dexterity,1,0
4954,Food Cooking Machine Operators and Tenders,Remove cooked material or products from equipment.,Trunk Strength,1,0
4954,Food Cooking Machine Operators and Tenders,Remove cooked material or products from equipment.,Stamina,1,0
4946,Food Cooking Machine Operators and Tenders,"Collect and examine product samples during production to test them for quality, color, content, consistency, viscosity, acidity, or specific gravity.",Visual Color Discrimination,2,0
4946,Food Cooking Machine Operators and Tenders,"Collect and examine product samples during production to test them for quality, color, content, consistency, viscosity, acidity, or specific gravity.",Near Vision,2,0
4946,Food Cooking Machine Operators and Tenders,"Collect and examine product samples during production to test them for quality, color, content, consistency, viscosity, acidity, or specific gravity.",Selective Attention,2,0
4946,Food Cooking Machine Operators and Tenders,"Collect and examine product samples during production to test them for quality, color, content, consistency, viscosity, acidity, or specific gravity.",Deductive Reasoning,1,0
4946,Food Cooking Machine Operators and Tenders,"Collect and examine product samples during production to test them for quality, color, content, consistency, viscosity, acidity, or specific gravity.",Manual Dexterity,1,0
4958,Food Cooking Machine Operators and Tenders,"Pour, dump, or load prescribed quantities of ingredients or products into cooking equipment, manually or using a hoist.",Static Strength,2,0
4958,Food Cooking Machine Operators and Tenders,"Pour, dump, or load prescribed quantities of ingredients or products into cooking equipment, manually or using a hoist.",Dynamic Strength,2,0
4958,Food Cooking Machine Operators and Tenders,"Pour, dump, or load prescribed quantities of ingredients or products into cooking equipment, manually or using a hoist.",Number Facility,1,0
4958,Food Cooking Machine Operators and Tenders,"Pour, dump, or load prescribed quantities of ingredients or products into cooking equipment, manually or using a hoist.",Multilimb Coordination,1,0
4945,Food Cooking Machine Operators and Tenders,"Listen for malfunction alarms, and shut down equipment and notify supervisors when necessary.",Auditory Attention,3,0
4945,Food Cooking Machine Operators and Tenders,"Listen for malfunction alarms, and shut down equipment and notify supervisors when necessary.",Hearing Sensitivity,2,0
4945,Food Cooking Machine Operators and Tenders,"Listen for malfunction alarms, and shut down equipment and notify supervisors when necessary.",Reaction Time,2,0
