task_id,occupation,task_text,ability_name,weight,uncertain
291,Art Directors,Work with creative directors to develop design solutions.,Oral Expression,2,0
291,Art Directors,Work with creative directors to develop design solutions.,Oral Comprehension,2,0
291,Art Directors,Work with creative directors to develop design solutions.,Originality,3,0
291,Art Directors,Work with creative directors to develop design solutions.,Fluency of Ideas,2,0
291,Art Directors,Work with creative directors to develop design solutions.,Deductive Reasoning,1,0
288,Art Directors,Present final layouts to clients for approval.,Oral Expression,3,0
288,Art Directors,Present final layouts to clients for approval.,Oral Comprehension,2,0
288,Art Directors,Present final layouts to clients for approval.,Speech Clarity,2,0
288,Art Directors,Present final layouts to clients for approval.,Visualization,1,0
286,Art Directors,"Manage own accounts and projects, working within budget and scheduling requirements.",Information Ordering,3,0
286,Art Directors,"Manage own accounts and projects, working within budget and scheduling requirements.",Mathematical Reasoning,2,0
286,Art Directors,"Manage own accounts and projects, working within budget and scheduling requirements.",Time Sharing,2,0
286,Art Directors,"Manage own accounts and projects, working within budget and scheduling requirements.",Deductive Reasoning,1,0
286,Art Directors,"Manage own accounts and projects, working within budget and scheduling requirements.",Number Facility,1,0
287,Art Directors,"Confer with creative, art, copywriting, or production department heads to discuss client requirements and presentation concepts and to coordinate creative activities.",Oral Expression,3,0
287,Art Directors,"Confer with creative, art, copywriting, or production department heads to discuss client requirements and presentation concepts and to coordinate creative activities.",Oral Comprehension,3,0
287,Art Directors,"Confer with creative, art, copywriting, or production department heads to discuss client requirements and presentation concepts and to coordinate creative activities.",Deductive Reasoning,1,0
287,Art Directors,"Confer with creative, art, copywriting, or production department heads to discuss client requirements and presentation concepts and to coordinate creative activities.",Information Ordering,1,0
289,Art Directors,"Confer with clients to determine objectives, budget, background information, and presentation approaches, styles, and techniques.",Oral Comprehension,3,0
289,Art Directors,"Confer with clients to determine objectives, budget, background information, and presentation approaches, styles, and techniques.",Oral Expression,2,0
289,Art Directors,"Confer with clients to determine objectives, budget, background information, and presentation approaches, styles, and techniques.",Problem Sensitivity,2,0
289,Art Directors,"Confer with clients to determine objectives, budget, background information, and presentation approaches, styles, and techniques.",Deductive Reasoning,1,0
289,Art Directors,"Confer with clients to determine objectives, budget, background information, and presentation approaches, styles, and techniques.",Information Ordering,1,0
284,Art Directors,"Formulate basic layout design or presentation approach and specify material details, such as style and size of type, photographs, graphics, animation, video, and sound.",Visualization,3,0
284,Art Directors,"Formulate basic layout design or presentation approach and specify material details, such as style and size of type, photographs, graphics, animation, video, and sound.",Originality,3,0
284,Art Directors,"Formulate basic layout design or presentation approach and specify material details, such as style and size of type, photographs, graphics, animation, video, and sound.",Fluency of Ideas,2,0
284,Art Directors,"Formulate basic layout design or presentation approach and specify material details, such as style and size of type, photographs, graphics, animation, video, and sound.",Information Ordering,2,0
284,Art Directors,"Formulate basic layout design or presentation approach and specify material details, such as style and size of type, photographs, graphics, animation, video, and sound.",Written Expression,1,0
285,Art Directors,"Review and approve art materials, copy materials, and proofs of printed copy developed by staff members.",Near Vision,2,0
285,Art Directors,"Review and approve art materials, copy materials, and proofs of printed copy developed by staff members.",Perceptual Speed,2,0
285,Art Directors,"Review and approve art materials, copy materials, and proofs of printed copy developed by staff members.",Selective Attention,2,0
285,Art Directors,"Review and approve art materials, copy materials, and proofs of printed copy developed by staff members.",Visual Color Discrimination,1,0
285,Art Directors,"Review and approve art materials, copy materials, and proofs of printed copy developed by staff members.",Written Comprehension,1,0
294,Art Directors,Create custom illustrations or other graphic elements.,Originality,3,0
294,Art Directors,Create custom illustrations or other graphic elements.,Visualization,3,0
294,Art Directors,Create custom illustrations or other graphic elements.,Fluency of Ideas,2,0
294,Art Directors,Create custom illustrations or other graphic elements.,Near Vision,1,0
294,Art Directors,Create custom illustrations or other graphic elements.,Manual Dexterity,1,1
