task_id,occupation,task_text,ability_name,weight,uncertain
18650,Audio and Video Technicians,Diagnose and resolve media system problems.,Problem Sensitivity,3,0
18650,Audio and Video Technicians,Diagnose and resolve media system problems.,Deductive Reasoning,2,0
18650,Audio and Video Technicians,Diagnose and resolve media system problems.,Inductive Reasoning,2,0
18650,Audio and Video Technicians,Diagnose and resolve media system problems.,Near Vision,1,1
3993,Audio and Video Technicians,Direct and coordinate activities of assistants and other personnel during production.,Oral Expression,3,0
3993,Audio and Video Technicians,Direct and coordinate activities of assistants and other personnel during production.,Oral Comprehension,2,0
3993,Audio and Video Technicians,Direct and coordinate activities of assistants and other personnel during production.,Information Ordering,2,0
3993,Audio and Video Technicians,Direct and coordinate activities of assistants and other personnel during production.,Time Sharing,2,0
3993,Audio and Video Technicians,Direct and coordinate activities of assistants and other personnel during production.,Selective Attention,1,0
3990,Audio and Video Technicians,"Compress, digitize, duplicate, and store audio and video data.",Information Ordering,2,0
3990,Audio and Video Technicians,"Compress, digitize, duplicate, and store audio and video data.",Near Vision,2,0
3990,Audio and Video Technicians,"Compress, digitize, duplicate, and store audio and video data.",Perceptual Speed,1,0
3990,Audio and Video Technicians,"Compress, digitize, duplicate, and store audio and video data.",Selective Attention,1,0
18649,Audio and Video Technicians,"Install, adjust, and operate electronic equipment to record, edit, and transmit radio and television programs, motion pictures, video conferencing, or multimedia presentations.",Control Precision,2,0
18649,Audio and Video Technicians,"Install, adjust, and operate electronic equipment to record, edit, and transmit radio and television programs, motion pictures, video conferencing, or multimedia presentations.",Near Vision,2,0
18649,Audio and Video Technicians,"Install, adjust, and operate electronic equipment to record, edit, and transmit radio and television programs, motion pictures, video conferencing, or multimedia presentations.",Manual Dexterity,2,0
18649,Audio and Video Technicians,"Install, adjust, and operate electronic equipment to record, edit, and transmit radio and television programs, motion pictures, video conferencing, or multimedia presentations.",Finger Dexterity,1,0
18649,Audio and Video Technicians,"Install, adjust, and operate electronic equipment to record, edit, and transmit radio and television programs, motion pictures, video conferencing, or multimedia presentations.",Information Ordering,1,0
18649,Audio and Video Technicians,"Install, adjust, and operate electronic equipment to record, edit, and transmit radio and television programs, motion pictures, video conferencing, or multimedia presentations.",Selective Attention,2,0
4002,Audio and Video Technicians,"Control the lights and sound of events, such as live concerts, before and after performances, and during intermissions.",Control Precision,3,0
4002,Audio and Video Technicians,"Control the lights and sound of events, such as live concerts, before and after performances, and during intermissions.",Rate Control,2,0
4002,Audio and Video Technicians,"Control the lights and sound of events, such as live concerts, before and after performances, and during intermissions.",Reaction Time,2,0
4002,Audio and Video Technicians,"Control the lights and sound of events, such as live concerts, before and after performances, and during intermissions.",Selective Attention,2,0
4002,Audio and Video Technicians,"Control the lights and sound of events, such as live concerts, before and after performances, and during intermissions.",Auditory Attention,2,0
4002,Audio and Video Technicians,"Control the lights and sound of events, such as live concerts, before and after performances, and during intermissions.",Near Vision,1,0
3987,Audio and Video Technicians,"Switch sources of video input from one camera or studio to another, from film to live programming, or from network to local programming.",Reaction Time,3,0
3987,Audio and Video Technicians,"Switch sources of video input from one camera or studio to another, from film to live programming, or from network to local programming.",Control Precision,2,0
3987,Audio and Video Technicians,"Switch sources of video input from one camera or studio to another, from film to live programming, or from network to local programming.",Selective Attention,3,0
3987,Audio and Video Technicians,"Switch sources of video input from one camera or studio to another, from film to live programming, or from network to local programming.",Multilimb Coordination,2,0
3987,Audio and Video Technicians,"Switch sources of video input from one camera or studio to another, from film to live programming, or from network to local programming.",Near Vision,2,0
3997,Audio and Video Technicians,"Record and edit audio material, such as movie soundtracks, using audio recording and editing equipment.",Auditory Attention,3,0
3997,Audio and Video Technicians,"Record and edit audio material, such as movie soundtracks, using audio recording and editing equipment.",Control Precision,2,0
3997,Audio and Video Technicians,"Record and edit audio material, such as movie soundtracks, using audio recording and editing equipment.",Near Vision,1,0
3997,Audio and Video Technicians,"Record and edit audio material, such as movie soundtracks, using audio recording and editing equipment.",Selective Attention,2,0
3997,Audio and Video Technicians,"Record and edit audio material, such as movie soundtracks, using audio recording and editing equipment.",Finger Dexterity,1,0
3985,Audio and Video Technicians,Perform minor repairs and routine cleaning of audio and video equipment.,Manual Dexterity,3,0
3985,Audio and Video Technicians,Perform minor repairs and routine cleaning of audio and video equipment.,Finger Dexterity,2,0
3985,Audio and Video Technicians,Perform minor repairs and routine cleaning of audio and video equipment.,Near Vision,2,0
3985,Audio and Video Technicians,Perform minor repairs and routine cleaning of audio and video equipment.,Arm-Hand Steadiness,1,0
3985,Audio and Video Technicians,Perform minor repairs and routine cleaning of audio and video equipment.,Control Precision,1,0
3984,Audio and Video Technicians,Design layouts of audio and video equipment and perform upgrades and maintenance.,Visualization,3,0
3984,Audio and Video Technicians,Design layouts of audio and video equipment and perform upgrades and maintenance.,Manual Dexterity,2,0
