"task_id","occupation","task_text","ability_name","weight","uncertain"
"6510","Kindergarten Teachers, Except Special Education","Meet with parents and guardians to discuss their children's progress and to determine their priorities for their children and their resource needs.","Oral Comprehension","3","0"
"6510","Kindergarten Teachers, Except Special Education","Meet with parents and guardians to discuss their children's progress and to determine their priorities for their children and their resource needs.","Oral Expression","3","0"
"6510","Kindergarten Teachers, Except Special Education","Meet with parents and guardians to discuss their children's progress and to determine their priorities for their children and their resource needs.","Speech Recognition","2","0"
"6510","Kindergarten Teachers, Except Special Education","Meet with parents and guardians to discuss their children's progress and to determine their priorities for their children and their resource needs.","Speech Clarity","2","0"
"6510","Kindergarten Teachers, Except Special Education","Meet with parents and guardians to discuss their children's progress and to determine their priorities for their children and their resource needs.","Written Comprehension","2","0"
"6510","Kindergarten Teachers, Except Special Education","Meet with parents and guardians to discuss their children's progress and to determine their priorities for their children and their resource needs.","Deductive Reasoning","2","0"
"6510","Kindergarten Teachers, Except Special Education","Meet with parents and guardians to discuss their children's progress and to determine their priorities for their children and their resource needs.","Problem Sensitivity","2","0"
"6527","Kindergarten Teachers, Except Special Education","Use computers, audio-visual aids, and other equipment and materials to supplement presentations.","Oral Expression","3","0"
"6527","Kindergarten Teachers, Except Special Education","Use computers, audio-visual aids, and other equipment and materials to supplement presentations.","Oral Comprehension","2","0"
"6527","Kindergarten Teachers, Except Special Education","Use computers, audio-visual aids, and other equipment and materials to supplement presentations.","Manual Dexterity","2","0"
"6527","Kindergarten Teachers, Except Special Education","Use computers, audio-visual aids, and other equipment and materials to supplement presentations.","Near Vision","2","0"
"6527","Kindergarten Teachers, Except Special Education","Use computers, audio-visual aids, and other equipment and materials to supplement presentations.","Selective Attention","2","0"
"6527","Kindergarten Teachers, Except Special Education","Use computers, audio-visual aids, and other equipment and materials to supplement presentations.","Information Ordering","1","0"
"6527","Kindergarten Teachers, Except Special Education","Use computers, audio-visual aids, and other equipment and materials to supplement presentations.","Finger Dexterity","1","0"
"6521","Kindergarten Teachers, Except Special Education","Meet with other professionals to discuss individual students' needs and progress.","Oral Comprehension","3","0"
"6521","Kindergarten Teachers, Except Special Education","Meet with other professionals to discuss individual students' needs and progress.","Oral Expression","3","0"
"6521","Kindergarten Teachers, Except Special Education","Meet with other professionals to discuss individual students' needs and progress.","Speech Recognition","2","0"
"6521","Kindergarten Teachers, Except Special Education","Meet with other professionals to discuss individual students' needs and progress.","Speech Clarity","2","0"
"6521","Kindergarten Teachers, Except Special Education","Meet with other professionals to discuss individual students' needs and progress.","Problem Sensitivity","2","0"
"6521","Kindergarten Teachers, Except Special Education","Meet with other professionals to discuss individual students' needs and progress.","Written Comprehension","1","0"
"6514","Kindergarten Teachers, Except Special Education","Instruct and monitor students in the use and care of equipment and materials to prevent injuries and damage.","Oral Expression","3","0"
"6514","Kindergarten Teachers, Except Special Education","Instruct and monitor students in the use and care of equipment and materials to prevent injuries and damage.","Oral Comprehension","2","0"
"6514","Kindergarten Teachers, Except Special Education","Instruct and monitor students in the use and care of equipment and materials to prevent injuries and damage.","Selective Attention","3","0"
"6514","Kindergarten Teachers, Except Special Education","Instruct and monitor students in the use and care of equipment and materials to prevent injuries and damage.","Problem Sensitivity","2","0"
"6514","Kindergarten Teachers, Except Special Education","Instruct and monitor students in the use and care of equipment and materials to prevent injuries and damage.","Speech Clarity","2","0"
"6514","Kindergarten Teachers, Except Special Education","Instruct and monitor students in the use and care of equipment and materials to prevent injuries and damage.","Near Vision","2","0"
"6514","Kindergarten Teachers, Except Special Education","Instruct and monitor students in the use and care of equipment and materials to prevent injuries and damage.","Far Vision","1","0"
"6512","Kindergarten Teachers, Except Special Education","Prepare objectives and outlines for courses of study, following curriculum guidelines or requirements of states and schools.","Written Expression","3","0"
"6512","Kindergarten Teachers, Except Special Education","Prepare objectives and outlines for courses of study, following curriculum guidelines or requirements of states and schools.","Written Comprehension","3","0"
"6512","Kindergarten Teachers, Except Special Education","Prepare objectives and outlines for courses of study, following curriculum guidelines or requirements of states and schools.","Information Ordering","3","0"
"6512","Kindergarten Teachers, Except Special Education","Prepare objectives and outlines for courses of study, following curriculum guidelines or requirements of states and schools.","Deductive Reasoning","2","0"
"6512","Kindergarten Teachers, Except Special Education","Prepare objectives and outlines for courses of study, following curriculum guidelines or requirements of states and schools.","Inductive Reasoning","2","0"
"6512","Kindergarten Teachers, Except Special Education","Prepare objectives and outlines for courses of study, following curriculum guidelines or requirements of states and schools.","Fluency of Ideas","2","0"
"6516","Kindergarten Teachers, Except Special Education","Assimilate arriving children to the school environment by greeting them, helping them remove outerwear, and selecting activities of interest to them.","Oral Expression","3","0"
"6516","Kindergarten Teachers, Except Special Education","Assimilate arriving children to the school environment by greeting them, helping them remove outerwear, and selecting activities of interest to them.","Oral Comprehension","2","0"
"6516","Kindergarten Teachers, Except Special Education","Assimilate arriving children to the school environment by greeting them, helping them remove outerwear, and selecting activities of interest to them.","Problem Sensitivity","2","0"
"6516","Kindergarten Teachers, Except Special Education","Assimilate arriving children to the school environment by greeting them, helping them remove outerwear, and selecting activities of interest to them.","Speech Clarity","2","0"
"6516","Kindergarten Teachers, Except Special Education","Assimilate arriving children to the school environment by greeting them, helping them remove outerwear, and selecting activities of interest to them.","Near Vision","2","0"
"6516","Kindergarten Teachers, Except Special Education","Assimilate arriving children to the school environment by greeting them, helping them remove outerwear, and selecting activities of interest to them.","Time Sharing","2","0"
"6516","Kindergarten Teachers, Except Special Education","Assimilate arriving children to the school environment by greeting them, helping them remove outerwear, and selecting activities of interest to them.","Selective Attention","2","0"
"6519","Kindergarten Teachers, Except Special Education","Collaborate with other teachers and administrators in the development, evaluation, and revision of kindergarten programs.","Oral Comprehension","3","0"
"6519","Kindergarten Teachers, Except Special Education","Collaborate with other teachers and administrators in the development, evaluation, and revision of kindergarten programs.","Oral Expression","2","0"
"6519","Kindergarten Teachers, Except Special Education","Collaborate with other teachers and administrators in the development, evaluation, and revision of kindergarten programs.","Written Comprehension","3","0"
"6519","Kindergarten Teachers, Except Special Education","Collaborate with other teachers and administrators in the development, evaluation, and revision of kindergarten programs.","Written Expression","2","0"
"6519","Kindergarten Teachers, Except Special Education","Collaborate with other teachers and administrators in the development, evaluation, and revision of kindergarten programs.","Deductive Reasoning","2","0"
"6519","Kindergarten Teachers, Except Special Education","Collaborate with other teachers and administrators in the development, evaluation, and revision of kindergarten programs.","Inductive Reasoning","2","0"
"6519","Kindergarten Teachers, Except Special Education","Collaborate with other teachers and administrators in the development, evaluation, and revision of kindergarten programs.","Fluency of Ideas","1","0"
"6518","Kindergarten Teachers, Except Special Education","Prepare materials, classrooms, and other indoor and outdoor spaces to facilitate creative play, learning and motor-skill activities, and safety.","Information Ordering","3","0"
"6518","Kindergarten Teachers, Except Special Education","Prepare materials, classrooms, and other indoor and outdoor spaces to facilitate creative play, learning and motor-skill activities, and safety.","Visualization","2","0"
"6518","Kindergarten Teachers, Except Special Education","Prepare materials, classrooms, and other indoor and outdoor spaces to facilitate creative play, learning and motor-skill activities, and safety.","Problem Sensitivity","2","0"
"6518","Kindergarten Teachers, Except Special Education","Prepare materials, classrooms, and other indoor and outdoor spaces to facilitate creative play, learning and motor-skill activities, and safety.","Manual Dexterity","2","0"
"6518","Kindergarten Teachers, Except Special Education","Prepare materials, classrooms, and other indoor and outdoor spaces to facilitate creative play, learning and motor-skill activities, and safety.","Near Vision","2","0"
