"task_id","occupation","task_text","ability_name","weight","uncertain"
"21974","Electrical and Electronics Drafters","Use computer-aided drafting equipment or conventional drafting stations, technical handbooks, tables, calculators, or traditional drafting tools, such as boards, pencils, protractors, or T-squares.","Visualization","3","0"
"21974","Electrical and Electronics Drafters","Use computer-aided drafting equipment or conventional drafting stations, technical handbooks, tables, calculators, or traditional drafting tools, such as boards, pencils, protractors, or T-squares.","Spatial Orientation","3","0"
"21974","Electrical and Electronics Drafters","Use computer-aided drafting equipment or conventional drafting stations, technical handbooks, tables, calculators, or traditional drafting tools, such as boards, pencils, protractors, or T-squares.","Near Vision","3","0"
"21974","Electrical and Electronics Drafters","Use computer-aided drafting equipment or conventional drafting stations, technical handbooks, tables, calculators, or traditional drafting tools, such as boards, pencils, protractors, or T-squares.","Finger Dexterity","2","0"
"21974","Electrical and Electronics Drafters","Use computer-aided drafting equipment or conventional drafting stations, technical handbooks, tables, calculators, or traditional drafting tools, such as boards, pencils, protractors, or T-squares.","Arm-Hand Steadiness","2","0"
"21974","Electrical and Electronics Drafters","Use computer-aided drafting equipment or conventional drafting stations, technical handbooks, tables, calculators, or traditional drafting tools, such as boards, pencils, protractors, or T-squares.","Written Comprehension","2","0"
"21974","Electrical and Electronics Drafters","Use computer-aided drafting equipment or conventional drafting stations, technical handbooks, tables, calculators, or traditional drafting tools, such as boards, pencils, protractors, or T-squares.","Perceptual Speed","2","0"
"21974","Electrical and Electronics Drafters","Use computer-aided drafting equipment or conventional drafting stations, technical handbooks, tables, calculators, or traditional drafting tools, such as boards, pencils, protractors, or T-squares.","Manual Dexterity","2","0"
"1447","Mechanical Drafters","Develop detailed design drawings and specifications for mechanical equipment, dies, tools, and controls, using computer-assisted drafting (CAD) equipment.","Visualization","3","0"
"1447","Mechanical Drafters","Develop detailed design drawings and specifications for mechanical equipment, dies, tools, and controls, using computer-assisted drafting (CAD) equipment.","Spatial Orientation","3","0"
"1447","Mechanical Drafters","Develop detailed design drawings and specifications for mechanical equipment, dies, tools, and controls, using computer-assisted drafting (CAD) equipment.","Deductive Reasoning","2","0"
"1447","Mechanical Drafters","Develop detailed design drawings and specifications for mechanical equipment, dies, tools, and controls, using computer-assisted drafting (CAD) equipment.","Written Expression","2","0"
