task_id,occupation,task_text,ability_name,weight,uncertain
16809,Molecular and Cellular Biologists,Evaluate new technologies to enhance or complement current research.,Inductive Reasoning,3,0
16809,Molecular and Cellular Biologists,Evaluate new technologies to enhance or complement current research.,Deductive Reasoning,2,0
16809,Molecular and Cellular Biologists,Evaluate new technologies to enhance or complement current research.,Written Comprehension,3,0
16809,Molecular and Cellular Biologists,Evaluate new technologies to enhance or complement current research.,Problem Sensitivity,2,0
16809,Molecular and Cellular Biologists,Evaluate new technologies to enhance or complement current research.,Category Flexibility,2,0
16809,Molecular and Cellular Biologists,Evaluate new technologies to enhance or complement current research.,Information Ordering,1,0
16804,Molecular and Cellular Biologists,"Provide scientific direction for project teams regarding the evaluation or handling of devices, drugs, or cells for in vitro and in vivo disease models.",Oral Expression,3,0
16804,Molecular and Cellular Biologists,"Provide scientific direction for project teams regarding the evaluation or handling of devices, drugs, or cells for in vitro and in vivo disease models.",Deductive Reasoning,3,0
16804,Molecular and Cellular Biologists,"Provide scientific direction for project teams regarding the evaluation or handling of devices, drugs, or cells for in vitro and in vivo disease models.",Inductive Reasoning,2,0
16804,Molecular and Cellular Biologists,"Provide scientific direction for project teams regarding the evaluation or handling of devices, drugs, or cells for in vitro and in vivo disease models.",Written Comprehension,2,0
16804,Molecular and Cellular Biologists,"Provide scientific direction for project teams regarding the evaluation or handling of devices, drugs, or cells for in vitro and in vivo disease models.",Problem Sensitivity,2,0
16804,Molecular and Cellular Biologists,"Provide scientific direction for project teams regarding the evaluation or handling of devices, drugs, or cells for in vitro and in vivo disease models.",Information Ordering,2,0
16802,Molecular and Cellular Biologists,Supervise technical personnel and postdoctoral research fellows.,Oral Expression,3,0
16802,Molecular and Cellular Biologists,Supervise technical personnel and postdoctoral research fellows.,Oral Comprehension,2,0
16802,Molecular and Cellular Biologists,Supervise technical personnel and postdoctoral research fellows.,Written Comprehension,2,0
16802,Molecular and Cellular Biologists,Supervise technical personnel and postdoctoral research fellows.,Deductive Reasoning,2,0
16802,Molecular and Cellular Biologists,Supervise technical personnel and postdoctoral research fellows.,Information Ordering,1,0
16806,Molecular and Cellular Biologists,"Monitor or operate specialized equipment, such as gas chromatographs and high pressure liquid chromatographs, electrophoresis units, thermocyclers, fluorescence activated cell sorters, and phosphorimagers.",Selective Attention,3,0
16806,Molecular and Cellular Biologists,"Monitor or operate specialized equipment, such as gas chromatographs and high pressure liquid chromatographs, electrophoresis units, thermocyclers, fluorescence activated cell sorters, and phosphorimagers.",Near Vision,3,0
16806,Molecular and Cellular Biologists,"Monitor or operate specialized equipment, such as gas chromatographs and high pressure liquid chromatographs, electrophoresis units, thermocyclers, fluorescence activated cell sorters, and phosphorimagers.",Control Precision,2,0
16806,Molecular and Cellular Biologists,"Monitor or operate specialized equipment, such as gas chromatographs and high pressure liquid chromatographs, electrophoresis units, thermocyclers, fluorescence activated cell sorters, and phosphorimagers.",Finger Dexterity,2,0
16806,Molecular and Cellular Biologists,"Monitor or operate specialized equipment, such as gas chromatographs and high pressure liquid chromatographs, electrophoresis units, thermocyclers, fluorescence activated cell sorters, and phosphorimagers.",Problem Sensitivity,2,0
16806,Molecular and Cellular Biologists,"Monitor or operate specialized equipment, such as gas chromatographs and high pressure liquid chromatographs, electrophoresis units, thermocyclers, fluorescence activated cell sorters, and phosphorimagers.",Perceptual Speed,2,0
16806,Molecular and Cellular Biologists,"Monitor or operate specialized equipment, such as gas chromatographs and high pressure liquid chromatographs, electrophoresis units, thermocyclers, fluorescence activated cell sorters, and phosphorimagers.",Visual Color Discrimination,1,0
16816,Molecular and Cellular Biologists,"Conduct applied research aimed at improvements in areas such as disease testing, crop quality, pharmaceuticals, and the harnessing of microbes to recycle waste.",Inductive Reasoning,3,0
16816,Molecular and Cellular Biologists,"Conduct applied research aimed at improvements in areas such as disease testing, crop quality, pharmaceuticals, and the harnessing of microbes to recycle waste.",Deductive Reasoning,2,0
16816,Molecular and Cellular Biologists,"Conduct applied research aimed at improvements in areas such as disease testing, crop quality, pharmaceuticals, and the harnessing of microbes to recycle waste.",Written Comprehension,2,0
16816,Molecular and Cellular Biologists,"Conduct applied research aimed at improvements in areas such as disease testing, crop quality, pharmaceuticals, and the harnessing of microbes to recycle waste.",Problem Sensitivity,3,0
16816,Molecular and Cellular Biologists,"Conduct applied research aimed at improvements in areas such as disease testing, crop quality, pharmaceuticals, and the harnessing of microbes to recycle waste.",Originality,2,0
16816,Molecular and Cellular Biologists,"Conduct applied research aimed at improvements in areas such as disease testing, crop quality, pharmaceuticals, and the harnessing of microbes to recycle waste.",Information Ordering,2,0
16799,Molecular and Cellular Biologists,Develop guidelines for procedures such as the management of viruses.,Written Expression,3,0
16799,Molecular and Cellular Biologists,Develop guidelines for procedures such as the management of viruses.,Deductive Reasoning,3,0
16799,Molecular and Cellular Biologists,Develop guidelines for procedures such as the management of viruses.,Information Ordering,3,0
16799,Molecular and Cellular Biologists,Develop guidelines for procedures such as the management of viruses.,Written Comprehension,2,0
16799,Molecular and Cellular Biologists,Develop guidelines for procedures such as the management of viruses.,Problem Sensitivity,2,0
16811,Molecular and Cellular Biologists,Develop assays that monitor cell characteristics.,Inductive Reasoning,3,0
16811,Molecular and Cellular Biologists,Develop assays that monitor cell characteristics.,Originality,2,0
16811,Molecular and Cellular Biologists,Develop assays that monitor cell characteristics.,Problem Sensitivity,3,0
16811,Molecular and Cellular Biologists,Develop assays that monitor cell characteristics.,Near Vision,2,0
16811,Molecular and Cellular Biologists,Develop assays that monitor cell characteristics.,Deductive Reasoning,2,0
16811,Molecular and Cellular Biologists,Develop assays that monitor cell characteristics.,Finger Dexterity,1,0
16800,Molecular and Cellular Biologists,Coordinate molecular or cellular research activities with scientists specializing in other fields.,Oral Expression,3,0
16800,Molecular and Cellular Biologists,Coordinate molecular or cellular research activities with scientists specializing in other fields.,Oral Comprehension,3,0
16800,Molecular and Cellular Biologists,Coordinate molecular or cellular research activities with scientists specializing in other fields.,Written Comprehension,2,0
16800,Molecular and Cellular Biologists,Coordinate molecular or cellular research activities with scientists specializing in other fields.,Information Ordering,2,0
16800,Molecular and Cellular Biologists,Coordinate molecular or cellular research activities with scientists specializing in other fields.,Deductive Reasoning,1,0
16796,Molecular and Cellular Biologists,"Verify all financial, physical, and human resources assigned to research or development projects are used as planned.",Deductive Reasoning,3,0
16796,Molecular and Cellular Biologists,"Verify all financial, physical, and human resources assigned to research or development projects are used as planned.",Written Comprehension,3,0
16796,Molecular and Cellular Biologists,"Verify all financial, physical, and human resources assigned to research or development projects are used as planned.",Number Facility,2,0
16796,Molecular and Cellular Biologists,"Verify all financial, physical, and human resources assigned to research or development projects are used as planned.",Mathematical Reasoning,2,0
16796,Molecular and Cellular Biologists,"Verify all financial, physical, and human resources assigned to research or development projects are used as planned.",Selective Attention,2,0
16796,Molecular and Cellular Biologists,"Verify all financial, physical, and human resources assigned to research or development projects are used as planned.",Problem Sensitivity,2,0
16798,Molecular and Cellular Biologists,Evaluate new supplies and equipment to ensure operability in specific laboratory settings.,Deductive Reasoning,3,0
16798,Molecular and Cellular Biologists,Evaluate new supplies and equipment to ensure operability in specific laboratory settings.,Inductive Reasoning,2,0
16798,Molecular and Cellular Biologists,Evaluate new supplies and equipment to ensure operability in specific laboratory settings.,Problem Sensitivity,2,0
16798,Molecular and Cellular Biologists,Evaluate new supplies and equipment to ensure operability in specific laboratory settings.,Near Vision,2,0
16798,Molecular and Cellular Biologists,Evaluate new supplies and equipment to ensure operability in specific laboratory settings.,Written Comprehension,2,0
16797,Molecular and Cellular Biologists,"Participate in all levels of bioproduct development, including proposing new products, performing market analyses, designing and performing experiments, and collaborating with operations and quality control teams during product launches.",Inductive Reasoning,3,0
16797,Molecular and Cellular Biologists,"Participate in all levels of bioproduct development, including proposing new products, performing market analyses, designing and performing experiments, and collaborating with operations and quality control teams during product launches.",Written Comprehension,3,0
16797,Molecular and Cellular Biologists,"Participate in all levels of bioproduct development, including proposing new products, performing market analyses, designing and performing experiments, and collaborating with operations and quality control teams during product launches.",Oral Expression,2,0
16797,Molecular and Cellular Biologists,"Participate in all levels of bioproduct development, including proposing new products, performing market analyses, designing and performing experiments, and collaborating with operations and quality control teams during product launches.",Mathematical Reasoning,2,0
16797,Molecular and Cellular Biologists,"Participate in all levels of bioproduct development, including proposing new products, performing market analyses, designing and performing experiments, and collaborating with operations and quality control teams during product launches.",Problem Sensitivity,2,0
16797,Molecular and Cellular Biologists,"Participate in all levels of bioproduct development, including proposing new products, performing market analyses, designing and performing experiments, and collaborating with operations and quality control teams during product launches.",Originality,2,0
16797,Molecular and Cellular Biologists,"Participate in all levels of bioproduct development, including proposing new products, performing market analyses, designing and performing experiments, and collaborating with operations and quality control teams during product launches.",Information Ordering,2,0
16801,Molecular and Cellular Biologists,Confer with vendors to evaluate new equipment or reagents or to discuss the customization of product lines to meet user requirements.,Oral Comprehension,3,0
16801,Molecular and Cellular Biologists,Confer with vendors to evaluate new equipment or reagents or to discuss the customization of product lines to meet user requirements.,Oral Expression,3,0
16801,Molecular and Cellular Biologists,Confer with vendors to evaluate new equipment or reagents or to discuss the customization of product lines to meet user requirements.,Deductive Reasoning,2,0
16801,Molecular and Cellular Biologists,Confer with vendors to evaluate new equipment or reagents or to discuss the customization of product lines to meet user requirements.,Written Comprehension,2,0
16801,Molecular and Cellular Biologists,Confer with vendors to evaluate new equipment or reagents or to discuss the customization of product lines to meet user requirements.,Problem Sensitivity,1,0
16812,Molecular and Cellular Biologists,"Design databases, such as mutagenesis libraries.",Inductive Reasoning,3,0
16812,Molecular and Cellular Biologists,"Design databases, such as mutagenesis libraries.",Information Ordering,3,0
16812,Molecular and Cellular Biologists,"Design databases, such as mutagenesis libraries.",Originality,2,0
16812,Molecular and Cellular Biologists,"Design databases, such as mutagenesis libraries.",Deductive Reasoning,2,0
16812,Molecular and Cellular Biologists,"Design databases, such as mutagenesis libraries.",Written Comprehension,1,0
16828,Geneticists,"Supervise or direct the work of other geneticists, biologists, technicians, or biometricians working on genetics research projects.",Oral Expression,3,0
16828,Geneticists,"Supervise or direct the work of other geneticists, biologists, technicians, or biometricians working on genetics research projects.",Oral Comprehension,2,0
16828,Geneticists,"Supervise or direct the work of other geneticists, biologists, technicians, or biometricians working on genetics research projects.",Written Comprehension,2,0
16828,Geneticists,"Supervise or direct the work of other geneticists, biologists, technicians, or biometricians working on genetics research projects.",Deductive Reasoning,2,0
16828,Geneticists,"Supervise or direct the work of other geneticists, biologists, technicians, or biometricians working on genetics research projects.",Information Ordering,2,0
16839,Geneticists,"Plan or conduct basic genomic and biological research related to areas such as regulation of gene expression, protein interactions, metabolic networks, and nucleic acid or protein complexes.",Inductive Reasoning,3,0
16839,Geneticists,"Plan or conduct basic genomic and biological research related to areas such as regulation of gene expression, protein interactions, metabolic networks, and nucleic acid or protein complexes.",Deductive Reasoning,3,0
16839,Geneticists,"Plan or conduct basic genomic and biological research related to areas such as regulation of gene expression, protein interactions, metabolic networks, and nucleic acid or protein complexes.",Problem Sensitivity,3,0
16839,Geneticists,"Plan or conduct basic genomic and biological research related to areas such as regulation of gene expression, protein interactions, metabolic networks, and nucleic acid or protein complexes.",Written Comprehension,2,0
16839,Geneticists,"Plan or conduct basic genomic and biological research related to areas such as regulation of gene expression, protein interactions, metabolic networks, and nucleic acid or protein complexes.",Originality,2,0
16839,Geneticists,"Plan or conduct basic genomic and biological research related to areas such as regulation of gene expression, protein interactions, metabolic networks, and nucleic acid or protein complexes.",Information Ordering,2,0
16831,Geneticists,Prepare results of experimental findings for presentation at professional conferences or in scientific journals.,Written Expression,3,0
16831,Geneticists,Prepare results of experimental findings for presentation at professional conferences or in scientific journals.,Written Comprehension,2,0
16831,Geneticists,Prepare results of experimental findings for presentation at professional conferences or in scientific journals.,Information Ordering,3,0
16831,Geneticists,Prepare results of experimental findings for presentation at professional conferences or in scientific journals.,Oral Expression,2,0
16831,Geneticists,Prepare results of experimental findings for presentation at professional conferences or in scientific journals.,Deductive Reasoning,2,0
16832,Geneticists,"Maintain laboratory notebooks that record research methods, procedures, and results.",Written Expression,3,0
16832,Geneticists,"Maintain laboratory notebooks that record research methods, procedures, and results.",Information Ordering,3,0
16832,Geneticists,"Maintain laboratory notebooks that record research methods, procedures, and results.",Selective Attention,2,0
16832,Geneticists,"Maintain laboratory notebooks that record research methods, procedures, and results.",Memorization,1,0
16832,Geneticists,"Maintain laboratory notebooks that record research methods, procedures, and results.",Written Comprehension,1,0
16817,Geneticists,Write grants and papers or attend fundraising events to seek research funds.,Written Expression,3,0
16817,Geneticists,Write grants and papers or attend fundraising events to seek research funds.,Written Comprehension,2,0
16817,Geneticists,Write grants and papers or attend fundraising events to seek research funds.,Oral Expression,2,0
16817,Geneticists,Write grants and papers or attend fundraising events to seek research funds.,Oral Comprehension,2,0
16817,Geneticists,Write grants and papers or attend fundraising events to seek research funds.,Inductive Reasoning,2,0
16817,Geneticists,Write grants and papers or attend fundraising events to seek research funds.,Fluency of Ideas,2,0
16830,Geneticists,Search scientific literature to select and modify methods and procedures most appropriate for genetic research goals.,Written Comprehension,3,0
16830,Geneticists,Search scientific literature to select and modify methods and procedures most appropriate for genetic research goals.,Inductive Reasoning,3,0
16830,Geneticists,Search scientific literature to select and modify methods and procedures most appropriate for genetic research goals.,Deductive Reasoning,2,0
16830,Geneticists,Search scientific literature to select and modify methods and procedures most appropriate for genetic research goals.,Category Flexibility,2,0
16830,Geneticists,Search scientific literature to select and modify methods and procedures most appropriate for genetic research goals.,Problem Sensitivity,2,0
16829,Geneticists,"Review, approve, or interpret genetic laboratory results.",Deductive Reasoning,3,0
16829,Geneticists,"Review, approve, or interpret genetic laboratory results.",Inductive Reasoning,2,0
16829,Geneticists,"Review, approve, or interpret genetic laboratory results.",Written Comprehension,3,0
16829,Geneticists,"Review, approve, or interpret genetic laboratory results.",Problem Sensitivity,2,0
16829,Geneticists,"Review, approve, or interpret genetic laboratory results.",Near Vision,2,0
16829,Geneticists,"Review, approve, or interpret genetic laboratory results.",Perceptual Speed,1,0
16827,Geneticists,Attend clinical and research conferences and read scientific literature to keep abreast of technological advances and current genetic research findings.,Written Comprehension,3,0
16827,Geneticists,Attend clinical and research conferences and read scientific literature to keep abreast of technological advances and current genetic research findings.,Oral Comprehension,3,0
16827,Geneticists,Attend clinical and research conferences and read scientific literature to keep abreast of technological advances and current genetic research findings.,Inductive Reasoning,2,0
16827,Geneticists,Attend clinical and research conferences and read scientific literature to keep abreast of technological advances and current genetic research findings.,Memorization,2,0
16827,Geneticists,Attend clinical and research conferences and read scientific literature to keep abreast of technological advances and current genetic research findings.,Information Ordering,1,0
16834,Geneticists,Evaluate genetic data by performing appropriate mathematical or statistical calculations and analyses.,Mathematical Reasoning,3,0
16834,Geneticists,Evaluate genetic data by performing appropriate mathematical or statistical calculations and analyses.,Number Facility,3,0
16834,Geneticists,Evaluate genetic data by performing appropriate mathematical or statistical calculations and analyses.,Inductive Reasoning,3,0
16834,Geneticists,Evaluate genetic data by performing appropriate mathematical or statistical calculations and analyses.,Deductive Reasoning,2,0
16834,Geneticists,Evaluate genetic data by performing appropriate mathematical or statistical calculations and analyses.,Written Comprehension,2,0
16834,Geneticists,Evaluate genetic data by performing appropriate mathematical or statistical calculations and analyses.,Problem Sensitivity,2,0
16840,Geneticists,"Analyze determinants responsible for specific inherited traits, and devise methods for altering traits or producing new traits.",Inductive Reasoning,3,0
16840,Geneticists,"Analyze determinants responsible for specific inherited traits, and devise methods for altering traits or producing new traits.",Deductive Reasoning,3,0
16840,Geneticists,"Analyze determinants responsible for specific inherited traits, and devise methods for altering traits or producing new traits.",Problem Sensitivity,3,0
16840,Geneticists,"Analyze determinants responsible for specific inherited traits, and devise methods for altering traits or producing new traits.",Originality,3,0
16840,Geneticists,"Analyze determinants responsible for specific inherited traits, and devise methods for altering traits or producing new traits.",Written Comprehension,2,0
16840,Geneticists,"Analyze determinants responsible for specific inherited traits, and devise methods for altering traits or producing new traits.",Category Flexibility,2,0
16833,Geneticists,"Extract deoxyribonucleic acid (DNA) or perform diagnostic tests involving processes such as gel electrophoresis, Southern blot analysis, and polymerase chain reaction analysis.",Finger Dexterity,3,0
16833,Geneticists,"Extract deoxyribonucleic acid (DNA) or perform diagnostic tests involving processes such as gel electrophoresis, Southern blot analysis, and polymerase chain reaction analysis.",Manual Dexterity,3,0
16833,Geneticists,"Extract deoxyribonucleic acid (DNA) or perform diagnostic tests involving processes such as gel electrophoresis, Southern blot analysis, and polymerase chain reaction analysis.",Near Vision,3,0
16833,Geneticists,"Extract deoxyribonucleic acid (DNA) or perform diagnostic tests involving processes such as gel electrophoresis, Southern blot analysis, and polymerase chain reaction analysis.",Arm-Hand Steadiness,2,0
16833,Geneticists,"Extract deoxyribonucleic acid (DNA) or perform diagnostic tests involving processes such as gel electrophoresis, Southern blot analysis, and polymerase chain reaction analysis.",Deductive Reasoning,2,0
16833,Geneticists,"Extract deoxyribonucleic acid (DNA) or perform diagnostic tests involving processes such as gel electrophoresis, Southern blot analysis, and polymerase chain reaction analysis.",Selective Attention,2,0
16833,Geneticists,"Extract deoxyribonucleic acid (DNA) or perform diagnostic tests involving processes such as gel electrophoresis, Southern blot analysis, and polymerase chain reaction analysis.",Visual Color Discrimination,2,0
16826,Geneticists,Collaborate with biologists and other professionals to conduct appropriate genetic and biochemical analyses.,Oral Expression,3,0
16826,Geneticists,Collaborate with biologists and other professionals to conduct appropriate genetic and biochemical analyses.,Oral Comprehension,3,0
16826,Geneticists,Collaborate with biologists and other professionals to conduct appropriate genetic and biochemical analyses.,Written Comprehension,2,0
16826,Geneticists,Collaborate with biologists and other professionals to conduct appropriate genetic and biochemical analyses.,Inductive Reasoning,2,0
16826,Geneticists,Collaborate with biologists and other professionals to conduct appropriate genetic and biochemical analyses.,Deductive Reasoning,1,0
16822,Geneticists,"Instruct medical students, graduate students, or others in methods or procedures for diagnosis and management of genetic disorders.",Oral Expression,3,0
16822,Geneticists,"Instruct medical students, graduate students, or others in methods or procedures for diagnosis and management of genetic disorders.",Written Comprehension,2,0
16822,Geneticists,"Instruct medical students, graduate students, or others in methods or procedures for diagnosis and management of genetic disorders.",Deductive Reasoning,2,0
16822,Geneticists,"Instruct medical students, graduate students, or others in methods or procedures for diagnosis and management of genetic disorders.",Information Ordering,2,0
16822,Geneticists,"Instruct medical students, graduate students, or others in methods or procedures for diagnosis and management of genetic disorders.",Speech Clarity,2,0
16837,Geneticists,Create or use statistical models for the analysis of genetic data.,Mathematical Reasoning,3,0
16837,Geneticists,Create or use statistical models for the analysis of genetic data.,Inductive Reasoning,3,0
16837,Geneticists,Create or use statistical models for the analysis of genetic data.,Number Facility,3,0
16837,Geneticists,Create or use statistical models for the analysis of genetic data.,Deductive Reasoning,2,0
16837,Geneticists,Create or use statistical models for the analysis of genetic data.,Originality,2,0
16837,Geneticists,Create or use statistical models for the analysis of genetic data.,Written Comprehension,2,0
16821,Geneticists,Maintain laboratory safety programs and train personnel in laboratory safety techniques.,Written Comprehension,2,0
16821,Geneticists,Maintain laboratory safety programs and train personnel in laboratory safety techniques.,Written Expression,2,0
16821,Geneticists,Maintain laboratory safety programs and train personnel in laboratory safety techniques.,Oral Expression,3,0
16821,Geneticists,Maintain laboratory safety programs and train personnel in laboratory safety techniques.,Information Ordering,2,0
16821,Geneticists,Maintain laboratory safety programs and train personnel in laboratory safety techniques.,Deductive Reasoning,2,0
16821,Geneticists,Maintain laboratory safety programs and train personnel in laboratory safety techniques.,Memorization,1,0
16818,Geneticists,"Verify that cytogenetic, molecular genetic, and related equipment and instrumentation is maintained in working condition to ensure accuracy and quality of experimental results.",Deductive Reasoning,2,0
16818,Geneticists,"Verify that cytogenetic, molecular genetic, and related equipment and instrumentation is maintained in working condition to ensure accuracy and quality of experimental results.",Problem Sensitivity,3,0
16818,Geneticists,"Verify that cytogenetic, molecular genetic, and related equipment and instrumentation is maintained in working condition to ensure accuracy and quality of experimental results.",Near Vision,3,0
16818,Geneticists,"Verify that cytogenetic, molecular genetic, and related equipment and instrumentation is maintained in working condition to ensure accuracy and quality of experimental results.",Selective Attention,2,0
16818,Geneticists,"Verify that cytogenetic, molecular genetic, and related equipment and instrumentation is maintained in working condition to ensure accuracy and quality of experimental results.",Written Comprehension,1,0
16835,Geneticists,Develop protocols to improve existing genetic techniques or to incorporate new diagnostic procedures.,Inductive Reasoning,3,0
16835,Geneticists,Develop protocols to improve existing genetic techniques or to incorporate new diagnostic procedures.,Deductive Reasoning,3,0
16835,Geneticists,Develop protocols to improve existing genetic techniques or to incorporate new diagnostic procedures.,Originality,2,0
16835,Geneticists,Develop protocols to improve existing genetic techniques or to incorporate new diagnostic procedures.,Written Expression,3,0
16835,Geneticists,Develop protocols to improve existing genetic techniques or to incorporate new diagnostic procedures.,Problem Sensitivity,2,0
16835,Geneticists,Develop protocols to improve existing genetic techniques or to incorporate new diagnostic procedures.,Information Ordering,2,0
16825,Geneticists,Confer with information technology specialists to develop computer applications for genetic data analysis.,Oral Expression,3,0
16825,Geneticists,Confer with information technology specialists to develop computer applications for genetic data analysis.,Oral Comprehension,3,0
16825,Geneticists,Confer with information technology specialists to develop computer applications for genetic data analysis.,Written Comprehension,2,0
16825,Geneticists,Confer with information technology specialists to develop computer applications for genetic data analysis.,Deductive Reasoning,2,0
16825,Geneticists,Confer with information technology specialists to develop computer applications for genetic data analysis.,Inductive Reasoning,2,0
16836,Geneticists,Design sampling plans or coordinate the field collection of samples such as tissue specimens.,Inductive Reasoning,3,0
16836,Geneticists,Design sampling plans or coordinate the field collection of samples such as tissue specimens.,Deductive Reasoning,2,0
16836,Geneticists,Design sampling plans or coordinate the field collection of samples such as tissue specimens.,Information Ordering,3,0
16836,Geneticists,Design sampling plans or coordinate the field collection of samples such as tissue specimens.,Written Expression,2,0
16836,Geneticists,Design sampling plans or coordinate the field collection of samples such as tissue specimens.,Spatial Orientation,1,0
16823,Geneticists,"Evaluate, diagnose, or treat genetic diseases.",Deductive Reasoning,3,0
16823,Geneticists,"Evaluate, diagnose, or treat genetic diseases.",Inductive Reasoning,3,0
16823,Geneticists,"Evaluate, diagnose, or treat genetic diseases.",Problem Sensitivity,3,0
16823,Geneticists,"Evaluate, diagnose, or treat genetic diseases.",Written Comprehension,2,0
16823,Geneticists,"Evaluate, diagnose, or treat genetic diseases.",Oral Expression,2,0
16823,Geneticists,"Evaluate, diagnose, or treat genetic diseases.",Oral Comprehension,2,0
16838,Geneticists,Conduct family medical studies to evaluate the genetic basis for traits or diseases.,Inductive Reasoning,3,0
16838,Geneticists,Conduct family medical studies to evaluate the genetic basis for traits or diseases.,Deductive Reasoning,2,0
16838,Geneticists,Conduct family medical studies to evaluate the genetic basis for traits or diseases.,Written Comprehension,2,0
16838,Geneticists,Conduct family medical studies to evaluate the genetic basis for traits or diseases.,Oral Comprehension,2,0
16838,Geneticists,Conduct family medical studies to evaluate the genetic basis for traits or diseases.,Mathematical Reasoning,2,0
16838,Geneticists,Conduct family medical studies to evaluate the genetic basis for traits or diseases.,Problem Sensitivity,2,0
16824,Geneticists,Design and maintain genetics computer databases.,Inductive Reasoning,3,0
16824,Geneticists,Design and maintain genetics computer databases.,Information Ordering,3,0
16824,Geneticists,Design and maintain genetics computer databases.,Deductive Reasoning,2,0
16824,Geneticists,Design and maintain genetics computer databases.,Written Comprehension,2,0
16824,Geneticists,Design and maintain genetics computer databases.,Originality,1,0
16820,Geneticists,Participate in the development of endangered species breeding programs or species survival plans.,Inductive Reasoning,3,0
16820,Geneticists,Participate in the development of endangered species breeding programs or species survival plans.,Deductive Reasoning,2,0
16820,Geneticists,Participate in the development of endangered species breeding programs or species survival plans.,Written Comprehension,2,0
16820,Geneticists,Participate in the development of endangered species breeding programs or species survival plans.,Oral Expression,2,0
16820,Geneticists,Participate in the development of endangered species breeding programs or species survival plans.,Information Ordering,2,0
