task_id,occupation,task_text,ability_name,weight,uncertain
10642,Heavy and Tractor-Trailer Truck Drivers,"Secure cargo for transport, using ropes, blocks, chain, binders, or covers.",Manual Dexterity,3,0
10642,Heavy and Tractor-Trailer Truck Drivers,"Secure cargo for transport, using ropes, blocks, chain, binders, or covers.",Static Strength,2,0
10642,Heavy and Tractor-Trailer Truck Drivers,"Secure cargo for transport, using ropes, blocks, chain, binders, or covers.",Multilimb Coordination,2,0
10642,Heavy and Tractor-Trailer Truck Drivers,"Secure cargo for transport, using ropes, blocks, chain, binders, or covers.",Trunk Strength,2,0
10642,Heavy and Tractor-Trailer Truck Drivers,"Secure cargo for transport, using ropes, blocks, chain, binders, or covers.",Near Vision,1,0
10635,Heavy and Tractor-Trailer Truck Drivers,Follow appropriate safety procedures for transporting dangerous goods.,Written Comprehension,2,0
10635,Heavy and Tractor-Trailer Truck Drivers,Follow appropriate safety procedures for transporting dangerous goods.,Problem Sensitivity,2,0
10635,Heavy and Tractor-Trailer Truck Drivers,Follow appropriate safety procedures for transporting dangerous goods.,Selective Attention,2,0
10635,Heavy and Tractor-Trailer Truck Drivers,Follow appropriate safety procedures for transporting dangerous goods.,Memorization,2,0
10635,Heavy and Tractor-Trailer Truck Drivers,Follow appropriate safety procedures for transporting dangerous goods.,Deductive Reasoning,1,0
10655,Heavy and Tractor-Trailer Truck Drivers,Inventory and inspect goods to be moved to determine quantities and conditions.,Near Vision,3,0
10655,Heavy and Tractor-Trailer Truck Drivers,Inventory and inspect goods to be moved to determine quantities and conditions.,Perceptual Speed,2,0
10655,Heavy and Tractor-Trailer Truck Drivers,Inventory and inspect goods to be moved to determine quantities and conditions.,Number Facility,2,0
10655,Heavy and Tractor-Trailer Truck Drivers,Inventory and inspect goods to be moved to determine quantities and conditions.,Selective Attention,2,0
10655,Heavy and Tractor-Trailer Truck Drivers,Inventory and inspect goods to be moved to determine quantities and conditions.,Information Ordering,1,0
10658,Heavy and Tractor-Trailer Truck Drivers,"Follow special cargo-related procedures, such as checking refrigeration systems for frozen foods or providing food or water for livestock.",Near Vision,2,0
10658,Heavy and Tractor-Trailer Truck Drivers,"Follow special cargo-related procedures, such as checking refrigeration systems for frozen foods or providing food or water for livestock.",Selective Attention,2,0
10658,Heavy and Tractor-Trailer Truck Drivers,"Follow special cargo-related procedures, such as checking refrigeration systems for frozen foods or providing food or water for livestock.",Problem Sensitivity,2,0
10658,Heavy and Tractor-Trailer Truck Drivers,"Follow special cargo-related procedures, such as checking refrigeration systems for frozen foods or providing food or water for livestock.",Written Comprehension,1,0
10658,Heavy and Tractor-Trailer Truck Drivers,"Follow special cargo-related procedures, such as checking refrigeration systems for frozen foods or providing food or water for livestock.",Manual Dexterity,1,0
10660,Heavy and Tractor-Trailer Truck Drivers,"Install or remove special equipment, such as tire chains, grader blades, plow blades, or sanders.",Manual Dexterity,3,0
10660,Heavy and Tractor-Trailer Truck Drivers,"Install or remove special equipment, such as tire chains, grader blades, plow blades, or sanders.",Static Strength,3,0
10660,Heavy and Tractor-Trailer Truck Drivers,"Install or remove special equipment, such as tire chains, grader blades, plow blades, or sanders.",Multilimb Coordination,2,0
10660,Heavy and Tractor-Trailer Truck Drivers,"Install or remove special equipment, such as tire chains, grader blades, plow blades, or sanders.",Arm-Hand Steadiness,1,0
10660,Heavy and Tractor-Trailer Truck Drivers,"Install or remove special equipment, such as tire chains, grader blades, plow blades, or sanders.",Near Vision,1,0
20697,Heavy and Tractor-Trailer Truck Drivers,"Wrap and secure goods using pads, packing paper, containers, or straps.",Manual Dexterity,3,0
20697,Heavy and Tractor-Trailer Truck Drivers,"Wrap and secure goods using pads, packing paper, containers, or straps.",Multilimb Coordination,2,0
20697,Heavy and Tractor-Trailer Truck Drivers,"Wrap and secure goods using pads, packing paper, containers, or straps.",Static Strength,1,0
20697,Heavy and Tractor-Trailer Truck Drivers,"Wrap and secure goods using pads, packing paper, containers, or straps.",Near Vision,1,0
