task_id,occupation,task_text,ability_name,weight,uncertain
10598,Commercial Pilots,"Choose routes, altitudes, and speeds that will provide the fastest, safest, and smoothest flights.",Deductive Reasoning,3,0
10598,Commercial Pilots,"Choose routes, altitudes, and speeds that will provide the fastest, safest, and smoothest flights.",Spatial Orientation,2,0
10598,Commercial Pilots,"Choose routes, altitudes, and speeds that will provide the fastest, safest, and smoothest flights.",Problem Sensitivity,2,0
10598,Commercial Pilots,"Choose routes, altitudes, and speeds that will provide the fastest, safest, and smoothest flights.",Information Ordering,2,0
10598,Commercial Pilots,"Choose routes, altitudes, and speeds that will provide the fastest, safest, and smoothest flights.",Visualization,2,0
10600,Commercial Pilots,"Write specified information in flight records, such as flight times, altitudes flown, and fuel consumption.",Written Expression,2,0
10600,Commercial Pilots,"Write specified information in flight records, such as flight times, altitudes flown, and fuel consumption.",Number Facility,2,0
10600,Commercial Pilots,"Write specified information in flight records, such as flight times, altitudes flown, and fuel consumption.",Information Ordering,2,0
10600,Commercial Pilots,"Write specified information in flight records, such as flight times, altitudes flown, and fuel consumption.",Near Vision,2,0
10600,Commercial Pilots,"Write specified information in flight records, such as flight times, altitudes flown, and fuel consumption.",Perceptual Speed,1,0
10599,Commercial Pilots,"Coordinate flight activities with ground crews and air traffic control, and inform crew members of flight and test procedures.",Oral Comprehension,3,0
10599,Commercial Pilots,"Coordinate flight activities with ground crews and air traffic control, and inform crew members of flight and test procedures.",Oral Expression,3,0
10599,Commercial Pilots,"Coordinate flight activities with ground crews and air traffic control, and inform crew members of flight and test procedures.",Speech Recognition,2,0
10599,Commercial Pilots,"Coordinate flight activities with ground crews and air traffic control, and inform crew members of flight and test procedures.",Speech Clarity,2,0
10599,Commercial Pilots,"Coordinate flight activities with ground crews and air traffic control, and inform crew members of flight and test procedures.",Time Sharing,2,0
10608,Commercial Pilots,"Perform minor aircraft maintenance and repair work, or arrange for major maintenance.",Manual Dexterity,2,0
10608,Commercial Pilots,"Perform minor aircraft maintenance and repair work, or arrange for major maintenance.",Finger Dexterity,2,0
10608,Commercial Pilots,"Perform minor aircraft maintenance and repair work, or arrange for major maintenance.",Arm-Hand Steadiness,1,0
10608,Commercial Pilots,"Perform minor aircraft maintenance and repair work, or arrange for major maintenance.",Near Vision,2,0
10608,Commercial Pilots,"Perform minor aircraft maintenance and repair work, or arrange for major maintenance.",Problem Sensitivity,2,0
10607,Commercial Pilots,Supervise other crew members.,Oral Expression,2,0
10607,Commercial Pilots,Supervise other crew members.,Oral Comprehension,2,0
10607,Commercial Pilots,Supervise other crew members.,Selective Attention,1,0
10607,Commercial Pilots,Supervise other crew members.,Information Ordering,1,0
10597,Commercial Pilots,Request changes in altitudes or routes as circumstances dictate.,Oral Expression,2,0
10597,Commercial Pilots,Request changes in altitudes or routes as circumstances dictate.,Problem Sensitivity,2,0
10597,Commercial Pilots,Request changes in altitudes or routes as circumstances dictate.,Deductive Reasoning,2,0
10597,Commercial Pilots,Request changes in altitudes or routes as circumstances dictate.,Reaction Time,1,0
10597,Commercial Pilots,Request changes in altitudes or routes as circumstances dictate.,Spatial Orientation,1,0
10604,Commercial Pilots,File instrument flight plans with air traffic control so that flights can be coordinated with other air traffic.,Written Expression,2,0
10604,Commercial Pilots,File instrument flight plans with air traffic control so that flights can be coordinated with other air traffic.,Information Ordering,2,0
10604,Commercial Pilots,File instrument flight plans with air traffic control so that flights can be coordinated with other air traffic.,Oral Expression,1,0
10604,Commercial Pilots,File instrument flight plans with air traffic control so that flights can be coordinated with other air traffic.,Number Facility,1,0
10604,Commercial Pilots,File instrument flight plans with air traffic control so that flights can be coordinated with other air traffic.,Deductive Reasoning,1,0
10606,Commercial Pilots,Rescue and evacuate injured persons.,Static Strength,2,0
10606,Commercial Pilots,Rescue and evacuate injured persons.,Dynamic Strength,2,0
10606,Commercial Pilots,Rescue and evacuate injured persons.,Gross Body Coordination,2,0
10606,Commercial Pilots,Rescue and evacuate injured persons.,Stamina,2,0
10606,Commercial Pilots,Rescue and evacuate injured persons.,Reaction Time,2,0
10606,Commercial Pilots,Rescue and evacuate injured persons.,Trunk Strength,1,0
10602,Commercial Pilots,Instruct other pilots and student pilots in aircraft operations.,Oral Expression,3,0
10602,Commercial Pilots,Instruct other pilots and student pilots in aircraft operations.,Oral Comprehension,2,0
10602,Commercial Pilots,Instruct other pilots and student pilots in aircraft operations.,Information Ordering,2,0
10602,Commercial Pilots,Instruct other pilots and student pilots in aircraft operations.,Written Expression,1,0
10609,Commercial Pilots,Fly with other pilots or pilot-license applicants to evaluate their proficiency.,Selective Attention,3,0
10609,Commercial Pilots,Fly with other pilots or pilot-license applicants to evaluate their proficiency.,Problem Sensitivity,2,0
10609,Commercial Pilots,Fly with other pilots or pilot-license applicants to evaluate their proficiency.,Deductive Reasoning,2,0
10609,Commercial Pilots,Fly with other pilots or pilot-license applicants to evaluate their proficiency.,Oral Expression,1,0
10609,Commercial Pilots,Fly with other pilots or pilot-license applicants to evaluate their proficiency.,Near Vision,1,0
10610,Commercial Pilots,Plan and formulate flight activities and test schedules and prepare flight evaluation reports.,Written Expression,2,0
10610,Commercial Pilots,Plan and formulate flight activities and test schedules and prepare flight evaluation reports.,Information Ordering,2,0
10610,Commercial Pilots,Plan and formulate flight activities and test schedules and prepare flight evaluation reports.,Deductive Reasoning,2,0
10610,Commercial Pilots,Plan and formulate flight activities and test schedules and prepare flight evaluation reports.,Written Comprehension,1,0
10610,Commercial Pilots,Plan and formulate flight activities and test schedules and prepare flight evaluation reports.,Time Sharing,1,0
10601,Commercial Pilots,Teach company regulations and procedures to other pilots.,Oral Expression,3,0
10601,Commercial Pilots,Teach company regulations and procedures to other pilots.,Oral Comprehension,2,0
10601,Commercial Pilots,Teach company regulations and procedures to other pilots.,Written Comprehension,1,0
10601,Commercial Pilots,Teach company regulations and procedures to other pilots.,Information Ordering,1,0
