task_id,occupation,task_text,ability_name,weight,uncertain
1281,Computer Programmers,Train subordinates in programming and program coding.,Oral Expression,3,0
1281,Computer Programmers,Train subordinates in programming and program coding.,Oral Comprehension,2,0
1281,Computer Programmers,Train subordinates in programming and program coding.,Written Expression,2,0
1281,Computer Programmers,Train subordinates in programming and program coding.,Information Ordering,2,0
1281,Computer Programmers,Train subordinates in programming and program coding.,Deductive Reasoning,2,0
1281,Computer Programmers,Train subordinates in programming and program coding.,Speech Clarity,2,0
1281,Computer Programmers,Train subordinates in programming and program coding.,Fluency of Ideas,1,0
21049,Computer Programmers,Develop Web sites.,Deductive Reasoning,3,0
21049,Computer Programmers,Develop Web sites.,Inductive Reasoning,2,0
21049,Computer Programmers,Develop Web sites.,Problem Sensitivity,2,0
21049,Computer Programmers,Develop Web sites.,Visualization,2,0
21049,Computer Programmers,Develop Web sites.,Written Comprehension,2,0
21049,Computer Programmers,Develop Web sites.,Information Ordering,2,0
21049,Computer Programmers,Develop Web sites.,Near Vision,1,0
21050,Computer Programmers,Train users on the use and function of computer programs.,Oral Expression,3,0
21050,Computer Programmers,Train users on the use and function of computer programs.,Oral Comprehension,2,0
21050,Computer Programmers,Train users on the use and function of computer programs.,Speech Clarity,2,0
21050,Computer Programmers,Train users on the use and function of computer programs.,Information Ordering,2,0
21050,Computer Programmers,Train users on the use and function of computer programs.,Written Expression,2,0
21050,Computer Programmers,Train users on the use and function of computer programs.,Deductive Reasoning,1,0
21050,Computer Programmers,Train users on the use and function of computer programs.,Speech Recognition,1,0
1280,Computer Programmers,Collaborate with computer manufacturers and other users to develop new programming methods.,Oral Comprehension,3,0
1280,Computer Programmers,Collaborate with computer manufacturers and other users to develop new programming methods.,Oral Expression,2,0
1280,Computer Programmers,Collaborate with computer manufacturers and other users to develop new programming methods.,Inductive Reasoning,3,0
1280,Computer Programmers,Collaborate with computer manufacturers and other users to develop new programming methods.,Deductive Reasoning,2,0
1280,Computer Programmers,Collaborate with computer manufacturers and other users to develop new programming methods.,Originality,2,0
1280,Computer Programmers,Collaborate with computer manufacturers and other users to develop new programming methods.,Fluency of Ideas,2,0
1280,Computer Programmers,Collaborate with computer manufacturers and other users to develop new programming methods.,Written Comprehension,2,0
1280,Computer Programmers,Collaborate with computer manufacturers and other users to develop new programming methods.,Problem Sensitivity,2,0
21662,Software Developers,Analyze user needs and software requirements to determine feasibility of design within time and cost constraints.,Deductive Reasoning,3,0
21662,Software Developers,Analyze user needs and software requirements to determine feasibility of design within time and cost constraints.,Inductive Reasoning,3,0
21662,Software Developers,Analyze user needs and software requirements to determine feasibility of design within time and cost constraints.,Problem Sensitivity,3,0
21662,Software Developers,Analyze user needs and software requirements to determine feasibility of design within time and cost constraints.,Written Comprehension,2,0
21662,Software Developers,Analyze user needs and software requirements to determine feasibility of design within time and cost constraints.,Mathematical Reasoning,2,0
21662,Software Developers,Analyze user needs and software requirements to determine feasibility of design within time and cost constraints.,Number Facility,1,0
21662,Software Developers,Analyze user needs and software requirements to determine feasibility of design within time and cost constraints.,Information Ordering,2,0
21669,Software Developers,"Develop or direct software system testing or validation procedures, programming, or documentation.",Deductive Reasoning,3,0
21669,Software Developers,"Develop or direct software system testing or validation procedures, programming, or documentation.",Inductive Reasoning,2,0
21669,Software Developers,"Develop or direct software system testing or validation procedures, programming, or documentation.",Information Ordering,3,0
21669,Software Developers,"Develop or direct software system testing or validation procedures, programming, or documentation.",Problem Sensitivity,2,0
21669,Software Developers,"Develop or direct software system testing or validation procedures, programming, or documentation.",Written Expression,2,0
