task_id,occupation,task_text,ability_name,weight,uncertain
21772,Information Security Engineers,"Develop or implement software tools to assist in the detection, prevention, and analysis of security threats.",Deductive Reasoning,3,0
21772,Information Security Engineers,"Develop or implement software tools to assist in the detection, prevention, and analysis of security threats.",Inductive Reasoning,3,0
21772,Information Security Engineers,"Develop or implement software tools to assist in the detection, prevention, and analysis of security threats.",Problem Sensitivity,3,0
21772,Information Security Engineers,"Develop or implement software tools to assist in the detection, prevention, and analysis of security threats.",Written Comprehension,2,0
21772,Information Security Engineers,"Develop or implement software tools to assist in the detection, prevention, and analysis of security threats.",Information Ordering,2,0
21772,Information Security Engineers,"Develop or implement software tools to assist in the detection, prevention, and analysis of security threats.",Originality,2,0
21772,Information Security Engineers,"Develop or implement software tools to assist in the detection, prevention, and analysis of security threats.",Fluency of Ideas,2,0
21785,Information Security Engineers,Write reports regarding investigations of information security breaches or network evaluations.,Written Expression,3,0
21785,Information Security Engineers,Write reports regarding investigations of information security breaches or network evaluations.,Written Comprehension,3,0
21785,Information Security Engineers,Write reports regarding investigations of information security breaches or network evaluations.,Deductive Reasoning,2,0
21785,Information Security Engineers,Write reports regarding investigations of information security breaches or network evaluations.,Inductive Reasoning,2,0
21785,Information Security Engineers,Write reports regarding investigations of information security breaches or network evaluations.,Information Ordering,2,0
21785,Information Security Engineers,Write reports regarding investigations of information security breaches or network evaluations.,Problem Sensitivity,2,0
21779,Information Security Engineers,Provide technical support to computer users for installation and use of security products.,Oral Comprehension,3,0
21779,Information Security Engineers,Provide technical support to computer users for installation and use of security products.,Oral Expression,3,0
21779,Information Security Engineers,Provide technical support to computer users for installation and use of security products.,Written Comprehension,2,0
21779,Information Security Engineers,Provide technical support to computer users for installation and use of security products.,Problem Sensitivity,2,0
21779,Information Security Engineers,Provide technical support to computer users for installation and use of security products.,Deductive Reasoning,2,0
21779,Information Security Engineers,Provide technical support to computer users for installation and use of security products.,Speech Clarity,2,0
21779,Information Security Engineers,Provide technical support to computer users for installation and use of security products.,Speech Recognition,2,0
21786,Digital Forensics Analysts,Adhere to legal policies and procedures related to handling digital media.,Written Comprehension,3,0
21786,Digital Forensics Analysts,Adhere to legal policies and procedures related to handling digital media.,Deductive Reasoning,2,0
21786,Digital Forensics Analysts,Adhere to legal policies and procedures related to handling digital media.,Information Ordering,2,0
21786,Digital Forensics Analysts,Adhere to legal policies and procedures related to handling digital media.,Memorization,2,0
21786,Digital Forensics Analysts,Adhere to legal policies and procedures related to handling digital media.,Selective Attention,2,0
21787,Digital Forensics Analysts,Analyze log files or other digital information to identify the perpetrators of network intrusions.,Inductive Reasoning,3,0
21787,Digital Forensics Analysts,Analyze log files or other digital information to identify the perpetrators of network intrusions.,Deductive Reasoning,3,0
21787,Digital Forensics Analysts,Analyze log files or other digital information to identify the perpetrators of network intrusions.,Problem Sensitivity,3,0
21787,Digital Forensics Analysts,Analyze log files or other digital information to identify the perpetrators of network intrusions.,Written Comprehension,2,0
21787,Digital Forensics Analysts,Analyze log files or other digital information to identify the perpetrators of network intrusions.,Selective Attention,2,0
21787,Digital Forensics Analysts,Analyze log files or other digital information to identify the perpetrators of network intrusions.,Perceptual Speed,2,0
21787,Digital Forensics Analysts,Analyze log files or other digital information to identify the perpetrators of network intrusions.,Information Ordering,2,0
21788,Digital Forensics Analysts,Conduct predictive or reactive analyses on security measures to support cyber security initiatives.,Deductive Reasoning,3,0
21788,Digital Forensics Analysts,Conduct predictive or reactive analyses on security measures to support cyber security initiatives.,Inductive Reasoning,3,0
21788,Digital Forensics Analysts,Conduct predictive or reactive analyses on security measures to support cyber security initiatives.,Problem Sensitivity,3,0
21788,Digital Forensics Analysts,Conduct predictive or reactive analyses on security measures to support cyber security initiatives.,Mathematical Reasoning,2,0
21788,Digital Forensics Analysts,Conduct predictive or reactive analyses on security measures to support cyber security initiatives.,Written Comprehension,2,0
21788,Digital Forensics Analysts,Conduct predictive or reactive analyses on security measures to support cyber security initiatives.,Information Ordering,2,0
21789,Digital Forensics Analysts,Create system images or capture network settings from information technology environments to preserve as evidence.,Deductive Reasoning,2,0
21789,Digital Forensics Analysts,Create system images or capture network settings from information technology environments to preserve as evidence.,Information Ordering,3,0
21789,Digital Forensics Analysts,Create system images or capture network settings from information technology environments to preserve as evidence.,Problem Sensitivity,2,0
21789,Digital Forensics Analysts,Create system images or capture network settings from information technology environments to preserve as evidence.,Written Comprehension,2,0
