task_id,occupation,task_text,ability_name,weight,uncertain
17788,"Weatherization Installers and Technicians","Recommend weatherization techniques to clients in accordance with needs and applicable energy regulations, codes, policies, or statutes.",Oral Expression,3,0
17788,"Weatherization Installers and Technicians","Recommend weatherization techniques to clients in accordance with needs and applicable energy regulations, codes, policies, or statutes.",Oral Comprehension,2,0
17788,"Weatherization Installers and Technicians","Recommend weatherization techniques to clients in accordance with needs and applicable energy regulations, codes, policies, or statutes.",Deductive Reasoning,2,0
17788,"Weatherization Installers and Technicians","Recommend weatherization techniques to clients in accordance with needs and applicable energy regulations, codes, policies, or statutes.",Written Comprehension,1,0
17788,"Weatherization Installers and Technicians","Recommend weatherization techniques to clients in accordance with needs and applicable energy regulations, codes, policies, or statutes.",Problem Sensitivity,2,0
17790,"Weatherization Installers and Technicians","Apply insulation materials, such as loose, blanket, board, and foam insulation to attics, crawl spaces, basements, or walls.",Manual Dexterity,3,0
17790,"Weatherization Installers and Technicians","Apply insulation materials, such as loose, blanket, board, and foam insulation to attics, crawl spaces, basements, or walls.",Extent Flexibility,2,0
17790,"Weatherization Installers and Technicians","Apply insulation materials, such as loose, blanket, board, and foam insulation to attics, crawl spaces, basements, or walls.",Gross Body Coordination,2,0
17790,"Weatherization Installers and Technicians","Apply insulation materials, such as loose, blanket, board, and foam insulation to attics, crawl spaces, basements, or walls.",Static Strength,2,0
17790,"Weatherization Installers and Technicians","Apply insulation materials, such as loose, blanket, board, and foam insulation to attics, crawl spaces, basements, or walls.",Stamina,2,0
17794,"Weatherization Installers and Technicians","Make minor repairs using basic hand or power tools and materials, such as glass, lumber, and drywall.",Manual Dexterity,3,0
17794,"Weatherization Installers and Technicians","Make minor repairs using basic hand or power tools and materials, such as glass, lumber, and drywall.",Finger Dexterity,2,0
17794,"Weatherization Installers and Technicians","Make minor repairs using basic hand or power tools and materials, such as glass, lumber, and drywall.",Control Precision,2,0
17794,"Weatherization Installers and Technicians","Make minor repairs using basic hand or power tools and materials, such as glass, lumber, and drywall.",Arm-Hand Steadiness,2,0
17794,"Weatherization Installers and Technicians","Make minor repairs using basic hand or power tools and materials, such as glass, lumber, and drywall.",Near Vision,2,0
17796,"Weatherization Installers and Technicians","Prepare cost estimates or specifications for rehabilitation or weatherization services.",Mathematical Reasoning,3,0
17796,"Weatherization Installers and Technicians","Prepare cost estimates or specifications for rehabilitation or weatherization services.",Number Facility,2,0
17796,"Weatherization Installers and Technicians","Prepare cost estimates or specifications for rehabilitation or weatherization services.",Written Expression,2,0
17796,"Weatherization Installers and Technicians","Prepare cost estimates or specifications for rehabilitation or weatherization services.",Written Comprehension,2,0
17796,"Weatherization Installers and Technicians","Prepare cost estimates or specifications for rehabilitation or weatherization services.",Information Ordering,1,1
17801,"Weatherization Installers and Technicians","Contact residents or building owners to schedule appointments.",Oral Expression,3,0
17801,"Weatherization Installers and Technicians","Contact residents or building owners to schedule appointments.",Oral Comprehension,2,0
17801,"Weatherization Installers and Technicians","Contact residents or building owners to schedule appointments.",Speech Clarity,1,0
17797,"Weatherization Installers and Technicians","Wrap air ducts and water lines with insulating materials, such as duct wrap and pipe insulation.",Manual Dexterity,3,0
17797,"Weatherization Installers and Technicians","Wrap air ducts and water lines with insulating materials, such as duct wrap and pipe insulation.",Finger Dexterity,2,0
17797,"Weatherization Installers and Technicians","Wrap air ducts and water lines with insulating materials, such as duct wrap and pipe insulation.",Arm-Hand Steadiness,2,0
17797,"Weatherization Installers and Technicians","Wrap air ducts and water lines with insulating materials, such as duct wrap and pipe insulation.",Extent Flexibility,2,0
17797,"Weatherization Installers and Technicians","Wrap air ducts and water lines with insulating materials, such as duct wrap and pipe insulation.",Static Strength,1,0
17795,"Weatherization Installers and Technicians","Prepare and apply weather-stripping, glazing, caulking, or door sweeps to reduce energy losses.",Manual Dexterity,3,0
17795,"Weatherization Installers and Technicians","Prepare and apply weather-stripping, glazing, caulking, or door sweeps to reduce energy losses.",Finger Dexterity,2,0
17795,"Weatherization Installers and Technicians","Prepare and apply weather-stripping, glazing, caulking, or door sweeps to reduce energy losses.",Control Precision,2,0
17795,"Weatherization Installers and Technicians","Prepare and apply weather-stripping, glazing, caulking, or door sweeps to reduce energy losses.",Arm-Hand Steadiness,2,0
17795,"Weatherization Installers and Technicians","Prepare and apply weather-stripping, glazing, caulking, or door sweeps to reduce energy losses.",Near Vision,2,0
17800,"Weatherization Installers and Technicians","Clean and maintain tools and equipment.",Manual Dexterity,2,0
17800,"Weatherization Installers and Technicians","Clean and maintain tools and equipment.",Near Vision,1,0
17800,"Weatherization Installers and Technicians","Clean and maintain tools and equipment.",Static Strength,1,0
17800,"Weatherization Installers and Technicians","Clean and maintain tools and equipment.",Control Precision,1,0
17799,"Weatherization Installers and Technicians","Apply spackling, compounding, or other materials to repair holes in walls.",Manual Dexterity,3,0
17799,"Weatherization Installers and Technicians","Apply spackling, compounding, or other materials to repair holes in walls.",Arm-Hand Steadiness,2,0
17799,"Weatherization Installers and Technicians","Apply spackling, compounding, or other materials to repair holes in walls.",Control Precision,2,0
17799,"Weatherization Installers and Technicians","Apply spackling, compounding, or other materials to repair holes in walls.",Finger Dexterity,2,0
17799,"Weatherization Installers and Technicians","Apply spackling, compounding, or other materials to repair holes in walls.",Near Vision,1,0
17802,"Weatherization Installers and Technicians","Explain recommendations, policies, procedures, requirements, or other related information to residents or building owners.",Oral Expression,3,0
17802,"Weatherization Installers and Technicians","Explain recommendations, policies, procedures, requirements, or other related information to residents or building owners.",Oral Comprehension,2,0
17802,"Weatherization Installers and Technicians","Explain recommendations, policies, procedures, requirements, or other related information to residents or building owners.",Speech Clarity,1,0
17803,"Weatherization Installers and Technicians","Maintain activity logs, financial transaction logs, or other records of weatherization work performed.",Written Expression,2,0
17803,"Weatherization Installers and Technicians","Maintain activity logs, financial transaction logs, or other records of weatherization work performed.",Information Ordering,2,0
